SPECIES;Year;Sub_Div;RECT;Area;Age0;Age1;Age2;Age3;Age4;Age5;Age6;Age7;Age8+
SPR;2017.00;30;51G7;614.50;0.00;2.97;7.38;25.73;8.09;3.61;2.70;1.35;4.70
SPR;2017.00;30;51G8;863.70;0.00;0.08;0.50;2.95;1.27;0.85;0.42;0.22;0.63
SPR;2017.00;30;51G9;865.80;0.00;0.08;0.16;0.33;0.12;0.03;0.01;0.01;6.52876617707756e-03
SPR;2017.00;30;51H0;865.70;0.00;15.99;60.88;184.18;45.00;13.62;12.39;6.66;13.89
SPR;2017.00;30;52G7;482.60;0.00;0.99;0.99;2.44;0.72;0.21;0.23;0.18;0.36
SPR;2017.00;30;52G8;852.00;0.00;0.02;0.08;0.17;0.04;0.02;0.01;4.24329678060907e-03;0.01
SPR;2017.00;30;52G9;852.00;0.00;0.03;0.16;0.97;0.37;0.46;0.38;0.18;1.18
SPR;2017.00;30;52H0;852.00;0.00;0.12;0.47;1.49;0.49;0.18;0.16;0.11;0.26
SPR;2017.00;30;53G8;838.10;0.00;0.11;0.20;0.19;0.02;0.00;0.00;0.00;0.00
SPR;2017.00;30;53G9;838.10;0.31;0.01;0.06;0.23;0.01;5.73930460179911e-03;0.01;5.73930460179911e-03;5.73930460179911e-03
SPR;2017.00;30;53H0;838.10;0.00;0.13;0.68;2.87;1.06;0.70;0.46;0.20;1.07
SPR;2017.00;30;54G8;642.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2017.00;30;54G9;824.20;0.96;0.03;0.17;0.83;0.21;0.25;0.12;0.06;0.23
SPR;2017.00;30;54H0;727.90;0.00;0.76;1.91;4.56;1.13;0.46;0.78;0.15;0.79
SPR;2017.00;30;55G9;625.60;0.82;0.58;0.95;0.91;0.68;0.06;0.04;0.02;0.01
SPR;2017.00;30;55H0;688.60;0.89;1.24;2.54;4.56;1.63;0.43;0.65;0.15;0.63
SPR;2017.00;32;47H3;536.20;97.19;934.25;1053.77;1761.31;132.16;62.88;83.73;8.53;141.97
SPR;2017.00;32;48H3;615.70;5829.64;849.78;487.01;445.66;29.97;0.00;0.00;7.15;0.00
SPR;2017.00;32;48H4;835.10;27053.92;4866.90;4074.71;5576.73;355.69;146.95;139.82;57.43;214.93
SPR;2017.00;32;48H5;767.20;0.00;2261.99;2862.49;4799.10;389.94;195.56;262.21;42.37;422.58
SPR;2017.00;32;48H6;776.10;289.10;196.33;334.44;595.25;101.84;74.26;58.97;19.29;73.35
SPR;2017.00;32;48H7;851.40;132.86;372.83;653.38;1181.58;195.44;134.05;125.59;53.29;162.50
SPR;2017.00;32;49H5;306.90;743.55;3211.05;3323.99;3276.77;318.18;112.13;25.35;78.10;20.31
SPR;2017.00;32;49H6;586.50;36.15;386.83;439.82;540.13;86.14;48.90;19.92;20.44;33.20
SPR;2018.00;21;41G0;108.10;0.00;2.13;1.27;1.36;0.23;0.11;0.00;0.00;0.00
SPR;2018.00;21;41G1;946.80;0.00;107.64;44.24;63.62;40.74;9.80;0.00;0.93;0.00
SPR;2018.00;21;41G2;432.30;2.76;95.15;2.15;0.48;0.07;0.05;0.00;0.00;0.00
SPR;2018.00;21;42G1;884.20;0.00;104.95;6.08;2.18;0.80;0.30;0.00;0.16;0.00
SPR;2018.00;21;42G2;606.80;1.29;152.89;23.71;45.14;27.57;6.89;0.00;0.00;0.00
SPR;2018.00;21;43G1;699.00;0.33;114.65;5.68;0.70;0.36;0.09;0.00;0.00;0.00
SPR;2018.00;21;43G2;107.00;0.44;90.48;4.09;0.51;0.23;0.06;0.00;0.00;0.00
SPR;2018.00;22;37G0;209.90;10.27;16.12;38.92;9.98;11.65;0.73;0.00;0.16;0.00
SPR;2018.00;22;37G1;723.30;54.51;35.43;23.55;6.59;10.20;6.22;0.00;2.65;0.00
SPR;2018.00;22;38G0;735.30;113.11;30.40;65.46;17.48;20.42;1.42;0.00;0.38;0.00
SPR;2018.00;22;38G1;173.20;69.22;0.19;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2018.00;22;39F9;159.30;0.96;4.49;6.65;1.65;1.99;0.15;0.00;0.00;0.00
SPR;2018.00;22;39G0;201.70;1.08;5.03;7.45;1.85;2.23;0.17;0.00;0.00;0.00
SPR;2018.00;22;39G1;250.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2018.00;22;40F9;51.30;10.98;0.50;3.57;1.36;1.41;0.20;0.00;0.00;0.00
SPR;2018.00;22;40G0;538.10;54.89;2.52;17.83;6.82;7.04;1.02;0.00;0.00;0.00
SPR;2018.00;22;40G1;174.50;0.00;0.00;5.11;1.97;1.97;0.00;0.00;0.00;0.00
SPR;2018.00;22;41G0;173.10;0.00;0.33;0.34;0.09;0.09;0.00;0.00;0.00;0.00
SPR;2018.00;23;39G2;130.90;0.62;2.10;1.67;0.58;0.45;0.07;0.01;0.00;0.00
SPR;2018.00;23;40G2;164.00;121.04;12.10;2.49;0.53;3.08;0.16;0.16;0.00;0.00
SPR;2018.00;23;41G2;72.30;43.45;1.66;0.14;0.01;0.03;0.00;0.00;0.00;0.00
SPR;2018.00;24;37G2;192.40;6.77;48.04;32.96;11.35;9.36;1.23;0.51;0.04;0.04
SPR;2018.00;24;37G3;167.70;55.46;18.62;2.35;0.66;0.56;0.07;0.03;0.00;0.00
SPR;2018.00;24;37G4;875.10;13.82;18.71;20.54;10.18;8.71;1.48;0.74;0.06;0.06
SPR;2018.00;24;38G2;832.90;83.98;47.88;25.98;8.21;6.65;0.13;0.39;0.00;0.00
SPR;2018.00;24;38G3;865.70;134.72;208.91;117.87;39.73;32.26;4.41;1.69;0.14;0.14
SPR;2018.00;24;38G4;1034.80;172.82;233.97;256.83;127.34;108.95;18.48;9.21;0.78;0.78
SPR;2018.00;24;39G2;406.10;16.43;48.30;46.34;19.52;15.70;2.77;0.91;0.09;0.09
SPR;2018.00;24;39G3;765.00;46.02;136.02;124.09;45.14;37.11;6.27;2.21;0.23;0.23
SPR;2018.00;24;39G4;524.80;70.30;117.64;120.44;58.06;49.78;7.97;4.64;0.23;0.23
SPR;2018.00;25;37G5;642.20;253.90;25.32;29.50;44.21;34.22;6.98;2.69;0.00;0.07
SPR;2018.00;25;38G5;1035.70;5.38;4.86;22.53;42.42;35.95;11.01;2.86;0.07;0.07
SPR;2018.00;25;38G6;940.20;491.71;31.72;83.70;125.23;96.74;14.81;6.79;0.40;0.16
SPR;2018.00;25;38G7;471.70;86.89;39.36;51.49;65.64;53.72;7.04;2.69;0.00;0.00
SPR;2018.00;25;39G4;287.30;2.15;6.46;58.59;15.50;235.65;50.40;0.00;25.41;0.00
SPR;2018.00;25;39G5;979.00;157.92;118.54;76.97;258.07;645.60;158.46;89.22;8.48;114.80
SPR;2018.00;25;39G6;1026.00;10.40;18.30;116.88;201.60;166.49;33.62;13.54;0.77;0.46
SPR;2018.00;25;39G7;1026.00;57.10;89.94;124.81;152.64;110.58;13.10;7.43;0.09;0.06
SPR;2018.00;25;40G4;677.20;73.82;60.88;33.53;254.05;699.50;93.73;163.37;0.00;28.23
SPR;2018.00;25;40G5;1012.90;12.11;137.76;266.61;839.70;372.26;11.99;334.26;185.86;45.79
SPR;2018.00;25;40G6;1013.00;98.32;22.78;113.01;141.59;767.02;103.47;127.40;81.99;0.00
SPR;2018.00;25;40G7;1013.00;157.48;62.55;43.39;71.69;366.84;32.35;48.14;7.85;0.00
SPR;2018.00;25;41G6;764.40;140.45;24.27;22.57;129.75;352.69;51.07;6.60;13.20;0.00
SPR;2018.00;25;41G7;1000.00;360.85;175.85;197.67;773.13;1353.04;336.34;68.43;29.38;29.38
SPR;2018.00;26;37G8;86.00;242.23;389.35;119.32;84.97;25.61;0.19;0.00;0.00;0.00
SPR;2018.00;26;37G9;151.60;583.05;1337.50;534.60;412.60;158.76;4.94;0.00;1.42;0.00
SPR;2018.00;26;38G8;624.60;352.99;853.09;588.17;623.64;271.99;15.43;2.35;2.66;0.00
SPR;2018.00;26;38G9;918.20;270.09;317.05;356.44;700.71;443.54;53.69;2.99;13.59;0.00
SPR;2018.00;26;39G8;1026.00;752.56;272.61;421.26;581.55;292.88;23.53;0.42;5.29;0.00
SPR;2018.00;26;39G9;1026.00;33.76;72.37;159.57;231.18;118.68;10.72;0.28;2.17;0.00
SPR;2018.00;26;40G8;1013.00;45.34;19.13;51.62;107.72;68.23;9.14;0.66;1.99;0.00
SPR;2018.00;26;40G9;1013.00;1.95;3.91;20.19;16.28;10.94;1.79;1.64;0.42;0.28
SPR;2018.00;26;40H0;1012.10;1313.53;6946.86;5560.40;1120.62;376.11;4.76;0.00;0.00;0.00
SPR;2018.00;26;41G8;1000.00;665.50;200.51;149.75;136.02;935.44;43.60;48.22;22.69;10.45
SPR;2018.00;26;41G9;1000.00;72.69;239.34;130.74;103.00;414.43;115.03;39.20;13.25;21.84
SPR;2018.00;26;41H0;953.30;177.82;575.17;287.97;339.63;657.86;70.14;60.39;35.52;36.41
SPR;2018.00;27;42G6;266.00;5.74;2.15;0.00;10.40;10.62;2.44;0.86;1.54;0.68
SPR;2018.00;27;42G7;986.90;499.26;154.32;158.74;277.10;906.60;45.55;0.00;9.75;22.17
SPR;2018.00;27;43G7;913.80;115.97;7.99;23.88;92.38;197.61;5.41;32.45;0.00;7.50
SPR;2018.00;27;44G7;960.50;128.66;154.76;182.99;43.58;484.09;9.54;0.00;0.00;0.00
SPR;2018.00;27;44G8;456.60;24.87;6.54;0.00;1.57;20.68;8.38;0.00;9.16;6.02
SPR;2018.00;27;45G7;908.70;209.15;58.55;13.53;6.97;125.99;1.50;1.98;0.94;0.94
SPR;2018.00;27;45G8;947.20;116.20;145.68;73.56;67.24;258.32;44.24;37.91;18.91;1.56
SPR;2018.00;27;46G8;884.80;56.16;14.21;1.84;7.25;28.89;9.87;4.08;2.31;3.66
SPR;2018.00;28_2;42G8;945.40;245.47;241.59;0.00;50.09;277.19;32.34;6.19;0.00;1.67
SPR;2018.00;28_2;42G9;986.90;86.93;482.25;288.97;231.14;973.25;128.21;243.45;114.82;185.08
SPR;2018.00;28_2;42H0;968.50;44.04;86.17;59.02;36.97;162.34;19.64;26.94;7.34;12.27
SPR;2018.00;28_2;43G8;296.20;84.51;136.15;32.86;146.48;511.76;29.10;0.00;0.00;21.59
SPR;2018.00;28_2;43G9;973.70;374.44;314.63;0.00;195.95;1123.09;199.72;22.87;40.37;64.76
SPR;2018.00;28_2;43H0;973.70;8.16;92.54;24.49;21.77;78.93;10.88;21.77;10.88;5.44
SPR;2018.00;28_2;43H1;412.70;0.00;158.42;58.11;47.51;169.03;0.00;0.00;5.27;5.27
SPR;2018.00;28_2;44G9;876.60;600.07;47.69;99.50;58.68;225.35;6.20;2.73;2.73;0.51
SPR;2018.00;28_2;44H0;960.50;542.99;575.96;200.72;234.16;575.96;116.13;46.66;23.51;46.66
SPR;2018.00;28_2;44H1;824.60;239.62;490.45;198.06;145.45;510.00;8.26;8.26;17.99;17.99
SPR;2018.00;28_2;45G9;924.50;430.65;376.24;73.73;802.82;2069.23;391.05;81.61;50.39;22.21
SPR;2018.00;28_2;45H0;947.20;83.73;212.43;726.46;168.91;623.28;828.63;197.09;52.29;84.53
SPR;2018.00;28_2;45H1;827.10;1043.35;1389.67;2228.27;512.86;1548.47;1412.37;277.68;81.75;131.69
SPR;2018.00;29;46G9;933.80;441.14;122.38;77.70;134.20;125.95;13.57;3.27;10.30;2.06
SPR;2018.00;29;46H0;933.80;1390.74;1705.63;187.52;693.19;1449.90;86.93;60.21;20.07;66.86
SPR;2018.00;29;46H1;921.50;9.87;711.21;481.23;274.95;1098.37;779.14;197.31;33.12;29.38
SPR;2018.00;29;46H2;258.00;1.77;127.59;86.33;49.32;197.04;139.77;35.39;5.94;5.27
SPR;2018.00;29;47G9;876.20;941.19;233.43;70.36;375.59;738.99;333.06;8.45;0.00;89.54
SPR;2018.00;29;47H0;920.30;975.04;1050.86;444.96;553.66;1092.06;426.43;83.63;26.20;32.82
SPR;2018.00;29;47H1;920.30;305.36;772.39;423.29;165.56;650.21;487.03;102.34;14.00;12.17
SPR;2018.00;29;47H2;793.90;75.75;212.69;130.99;81.76;291.25;238.37;72.39;21.04;21.30
SPR;2018.00;29;48G9;772.80;54.53;166.73;41.27;25.86;142.42;108.35;7.51;8.34;1.21
SPR;2018.00;29;48H0;730.30;233.13;312.60;163.89;109.02;333.16;221.10;38.52;5.12;16.00
SPR;2018.00;29;48H1;544.00;375.52;949.85;520.55;203.60;799.60;598.93;125.86;17.21;14.96
SPR;2018.00;29;48H2;597.00;232.27;652.18;401.66;250.71;893.05;730.92;221.99;64.54;65.32
SPR;2018.00;29;49G9;564.20;18.57;35.28;9.15;5.54;33.73;27.47;2.45;3.14;1.06
SPR;2018.00;30;50G7;403.10;0.00;1.54;0.90;0.45;1.25;3.51;0.18;0.20;0.57
SPR;2018.00;30;50G8;833.40;6.73;26.99;9.61;4.32;12.83;37.75;1.87;2.21;4.08
SPR;2018.00;30;50G9;879.50;0.00;5.00650016009046e-03;0.18;0.15;0.64;1.96;0.12;0.23;0.46
SPR;2018.00;30;50H0;795.10;0.00;6.53;6.04;3.83;12.64;37.80;2.56;3.85;7.40
SPR;2018.00;30;51G7;614.50;0.00;1.81;1.01;0.64;1.88;5.45;0.08;0.15;0.36
SPR;2018.00;30;51G8;863.70;0.65;0.96;1.55;0.88;2.93;9.17;0.72;1.09;2.22
SPR;2018.00;30;51G9;865.80;0.00;0.63;0.59;0.35;1.08;3.19;0.18;0.25;0.49
SPR;2018.00;30;51H0;865.70;0.00;3.60;4.93;3.46;12.30;36.62;2.27;3.76;7.98
SPR;2018.00;30;52G7;482.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2018.00;30;52G8;852.00;0.00;0.93;0.52;0.41;1.41;4.92;0.56;0.95;2.37
SPR;2018.00;30;52G9;852.00;0.00;1.02;1.46;1.37;5.73;19.34;1.95;3.40;6.23
SPR;2018.00;30;52H0;852.00;0.00;0.35;0.74;0.54;1.58;4.84;0.22;0.34;0.56
SPR;2018.00;30;53G8;838.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2018.00;30;53G9;838.10;0.00;3.71;4.57;3.19;10.74;33.41;2.70;4.33;8.81
SPR;2018.00;30;53H0;838.10;0.00;4.61;5.65;3.89;12.70;38.94;2.75;4.34;8.64
SPR;2018.00;30;54G8;642.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2018.00;30;54G9;824.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2018.00;30;54H0;727.90;0.00;7.12;6.08;4.76;17.77;56.23;4.23;7.26;15.24
SPR;2018.00;30;55G9;625.60;0.00;0.00;0.04;0.05;0.28;0.82;0.04;0.08;0.13
SPR;2018.00;30;55H0;688.60;0.00;43.50;21.60;10.88;28.48;82.63;3.82;3.85;8.91
SPR;2018.00;32;47H3;536.20;45.60;587.63;261.54;67.95;471.59;122.70;7.65;10.05;23.63
SPR;2018.00;32;48H3;615.70;170.75;2200.27;979.28;254.42;1765.76;459.45;28.65;37.65;88.50
SPR;2018.00;32;48H4;835.10;179.95;3482.39;1176.26;365.84;2336.58;645.56;23.11;48.73;104.20
SPR;2018.00;32;48H5;767.20;20.13;252.19;96.86;39.25;245.91;80.40;7.45;8.42;25.44
SPR;2018.00;32;48H6;776.10;55.06;1880.59;495.59;117.20;817.62;223.46;10.91;22.42;43.26
SPR;2018.00;32;48H7;851.40;13.28;380.13;118.70;51.47;362.34;141.55;14.96;19.77;47.55
SPR;2019.00;21;41G0;108.10;0.00;25.17;24.71;5.10;1.92;0.00;0.03;0.00;0.00
SPR;2019.00;21;41G1;946.80;0.00;27.33;41.41;8.52;7.00;0.00;0.23;0.00;0.00
SPR;2019.00;21;41G2;432.30;0.00;28.27;29.20;5.75;3.10;0.00;0.12;0.00;0.00
SPR;2019.00;21;42G1;884.20;0.00;3.76;11.45;3.46;3.18;0.00;0.17;0.00;0.00
SPR;2019.00;21;42G2;606.80;0.00;37.58;39.23;7.85;1.26;0.00;0.00;0.00;0.00
SPR;2019.00;22;37G0;209.90;0.67;4.81;9.39;3.36;3.29;0.60;0.00;0.00;0.00
SPR;2019.00;22;37G1;723.30;395.81;1.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2019.00;22;38G0;735.30;84.79;53.66;38.99;12.28;10.94;2.87;0.00;0.00;0.00
SPR;2019.00;22;38G1;173.20;12.58;2.24;5.02;1.37;1.51;0.22;0.00;0.00;0.00
SPR;2019.00;22;39F9;159.30;5.79;1.07;4.19;1.24;1.26;0.35;0.00;0.00;0.00
SPR;2019.00;22;39G0;201.70;3.54;0.65;2.56;0.76;0.77;0.21;0.00;0.00;0.00
SPR;2019.00;22;39G1;250.00;1.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2019.00;22;40F9;51.30;1.95;0.92;0.21;0.07;0.05;0.01;0.00;0.00;0.00
SPR;2019.00;22;40G0;538.10;51.70;24.42;5.44;1.94;1.22;0.22;0.00;0.00;0.00
SPR;2019.00;22;40G1;174.50;8.72;44.17;21.92;7.23;6.66;0.96;0.00;0.00;0.00
SPR;2019.00;22;41G0;173.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2019.00;23;39G2;130.90;289.70;8.78;3.02;3.21;2.88;0.90;0.10;0.00;0.00
SPR;2019.00;23;40G2;164.00;68.20;0.82;0.53;0.19;0.13;0.06;0.02;0.01;0.00
SPR;2019.00;23;41G2;72.30;0.10;0.59;0.77;0.44;0.25;0.10;0.07;0.04;0.01
SPR;2019.00;24;37G2;192.40;0.00;0.00;0.36;0.85;1.21;0.00;0.00;0.00;0.00
SPR;2019.00;24;37G3;167.70;13.73;15.71;4.41;4.41;4.33;1.02;0.05;0.00;0.00
SPR;2019.00;24;37G4;875.10;13.28;50.48;68.27;115.61;132.47;32.35;9.57;2.84;0.00
SPR;2019.00;24;38G2;832.90;72.11;0.63;0.33;0.39;0.22;0.14;0.02;0.00;0.00
SPR;2019.00;24;38G3;865.70;92.53;362.59;97.43;109.05;101.10;26.62;3.80;0.14;0.00
SPR;2019.00;24;38G4;1034.80;24.21;92.00;124.42;210.70;241.43;58.96;17.44;5.18;0.00
SPR;2019.00;24;39G2;406.10;537.95;16.30;5.60;5.96;5.35;1.66;0.19;0.00;0.00
SPR;2019.00;24;39G3;765.00;0.00;24.18;40.43;72.69;82.24;19.99;6.41;1.06;0.00
SPR;2019.00;24;39G4;524.80;0.30;3.84;3.99;6.63;7.48;2.36;0.80;0.17;0.00
SPR;2019.00;25;37G5;642.20;0.00;7.27;16.25;35.79;90.21;53.53;16.50;0.47;2.10
SPR;2019.00;25;38G5;1035.70;1.34;28.15;58.20;115.43;284.16;161.62;38.83;0.89;3.02
SPR;2019.00;25;38G6;940.20;0.00;36.33;71.51;123.54;298.49;164.33;39.15;0.96;2.30
SPR;2019.00;25;38G7;471.70;10.59;14.69;16.01;16.63;30.27;15.70;1.04;0.00;0.08
SPR;2019.00;25;39G4;287.30;0.00;5.02;25.12;38.34;36.48;41.13;2.23;8.18;9.12
SPR;2019.00;25;39G5;979.00;0.00;173.77;0.00;186.60;153.88;670.32;38.69;59.50;0.00
SPR;2019.00;25;39G6;1026.00;15.49;51.83;71.52;87.02;177.25;95.06;15.17;0.13;0.27
SPR;2019.00;25;39G7;1026.00;15.98;44.56;48.13;45.36;80.26;40.20;2.95;0.12;0.40
SPR;2019.00;25;40G4;677.20;0.00;149.55;60.26;139.91;219.60;316.21;60.80;95.74;4.83
SPR;2019.00;25;40G5;1012.90;5.69;185.57;344.86;354.58;463.21;595.57;307.50;85.97;4.46
SPR;2019.00;25;40G6;1013.00;9.10;37.16;72.46;54.94;20.64;70.29;8.08;0.00;4.87
SPR;2019.00;25;40G7;1013.00;717.25;374.29;269.27;527.11;734.70;956.33;75.05;92.76;8.17
SPR;2019.00;25;41G6;764.40;167.75;168.67;48.32;328.82;159.73;129.01;13.11;9.90;60.53
SPR;2019.00;25;41G7;1000.00;378.06;289.23;148.29;250.15;616.50;803.75;0.00;5.19;0.00
SPR;2019.00;26;37G8;86.00;834.98;1035.59;460.10;153.89;163.39;33.11;1.38;0.00;0.00
SPR;2019.00;26;37G9;151.60;173.69;879.20;811.53;429.52;457.09;99.92;4.94;0.00;0.00
SPR;2019.00;26;38G8;624.60;80.64;148.14;152.31;133.50;150.63;36.60;1.34;0.00;0.00
SPR;2019.00;26;38G9;918.20;2518.85;397.15;1277.50;997.41;617.92;457.53;83.98;28.15;0.00
SPR;2019.00;26;39G8;1026.00;2.35;23.12;61.04;94.41;120.08;39.37;4.21;0.98;0.84
SPR;2019.00;26;39G9;1026.00;17.14;94.33;259.64;142.56;145.32;133.17;5.18;3.14;0.00
SPR;2019.00;26;39H0;881.60;466.89;150.26;271.38;107.33;53.45;44.47;3.40;2.39;0.00
SPR;2019.00;26;40G8;1013.00;0.00;14.89;49.94;136.59;216.05;85.88;7.75;0.00;0.56
SPR;2019.00;26;40G9;1013.00;11.04;10.88;59.82;106.82;142.47;58.23;2.74;3.47;0.77
SPR;2019.00;26;40H0;1012.10;977.15;19.19;17.82;63.91;58.59;4.98;2.24;0.00;0.00
SPR;2019.00;26;41G8;1000.00;30.27;835.12;499.17;1340.12;539.37;950.77;52.83;202.27;138.70
SPR;2019.00;26;41G9;1000.00;81.23;99.17;623.30;429.83;250.31;702.57;32.69;27.12;19.98
SPR;2019.00;26;41H0;953.30;53.51;144.65;556.11;370.28;164.77;425.72;52.62;0.00;0.00
SPR;2019.00;27;42G6;266.00;34.95;22.52;28.73;22.00;24.59;76.11;16.82;1.29;9.83
SPR;2019.00;27;42G7;986.90;22.95;25.62;96.52;93.08;235.57;490.60;34.35;12.93;75.54
SPR;2019.00;27;43G7;913.80;760.53;125.02;37.89;71.85;48.39;114.41;15.14;11.80;3.61
SPR;2019.00;27;44G7;960.50;3711.41;20.34;10.17;0.00;0.00;21.23;11.94;9.28;0.00
SPR;2019.00;27;44G8;456.60;104.84;95.02;122.54;96.98;134.99;169.07;30.80;25.55;0.00
SPR;2019.00;27;45G7;908.70;1435.64;13.70;0.00;4.10;4.10;9.57;0.00;0.00;0.00
SPR;2019.00;27;45G8;947.20;238.12;28.46;48.71;19.22;18.43;27.33;1.26;1.26;1.36
SPR;2019.00;27;46G8;884.80;1276.67;7.44;0.00;2.47;0.00;9.92;0.00;0.00;0.00
SPR;2019.00;28_2;42G8;945.40;852.22;738.35;346.66;841.38;306.46;1464.05;78.87;20.81;57.14
SPR;2019.00;28_2;42G9;986.90;382.42;49.08;71.02;70.97;42.61;150.54;6.53;8.77;4.25
SPR;2019.00;28_2;42H0;968.50;2901.24;479.63;845.57;602.83;352.32;848.75;36.00;112.72;1.45
SPR;2019.00;28_2;43G8;296.20;354.78;0.00;4.13;23.06;27.79;48.48;0.00;0.00;0.00
SPR;2019.00;28_2;43G9;973.70;189.20;187.99;121.85;70.70;103.42;55.19;0.00;0.00;0.00
SPR;2019.00;28_2;43H0;973.70;1457.55;619.65;1300.54;500.43;547.40;2075.37;64.38;39.40;124.39
SPR;2019.00;28_2;43H1;412.70;371.87;206.31;441.98;212.69;73.81;546.77;24.04;11.62;11.25
SPR;2019.00;28_2;44G9;876.60;1975.55;7.33;14.23;16.37;36.51;19.50;1.34;0.00;0.00
SPR;2019.00;28_2;44H0;960.50;4981.16;611.06;1026.19;618.32;312.55;876.50;45.16;56.85;1.59
SPR;2019.00;28_2;44H1;824.60;7777.27;1182.78;1935.90;1136.81;531.20;1441.16;72.46;78.64;0.00
SPR;2019.00;28_2;45G9;924.50;129.47;130.09;115.56;49.23;76.34;167.49;62.60;5.61;11.23
SPR;2019.00;28_2;45H0;947.20;1949.11;3.57;7.64;2.60;0.81;3.25;0.00;0.00;0.00
SPR;2019.00;28_2;45H1;827.10;3257.61;642.96;589.42;161.51;28.01;96.50;11.74;3.91;0.00
SPR;2019.00;29;46G9;933.80;139.22;4.41;4.37;23.03;8.03;20.48;3.99;1.52;0.00
SPR;2019.00;29;46H0;933.80;1617.18;55.48;9.93;37.25;40.08;48.63;5.19;0.00;17.26
SPR;2019.00;29;46H1;921.50;6951.69;328.31;1048.79;170.70;224.64;1001.30;92.43;18.49;55.51
SPR;2019.00;29;46H2;258.00;1078.24;326.70;840.61;87.71;117.01;500.56;14.01;0.00;11.68
SPR;2019.00;29;47G9;876.20;4150.73;83.94;59.28;71.06;0.00;334.93;0.00;21.47;0.00
SPR;2019.00;29;47H0;920.30;12293.77;175.32;391.14;97.93;119.62;277.74;29.71;0.00;36.46
SPR;2019.00;29;47H1;920.30;668.56;17.08;48.99;6.48;15.39;58.72;2.96;0.00;4.49
SPR;2019.00;29;47H2;793.90;334.29;37.89;159.88;26.76;49.48;208.11;16.55;4.93;20.81
SPR;2019.00;29;48G9;772.80;253.28;26.88;59.71;18.46;23.90;61.79;9.95;0.00;9.63
SPR;2019.00;29;48H0;730.30;2220.13;18.55;38.85;11.02;13.91;36.96;5.39;0.00;5.70
SPR;2019.00;29;48H1;544.00;10951.38;142.97;237.46;32.61;28.26;108.52;8.98;0.00;13.02
SPR;2019.00;29;48H2;597.00;8643.38;710.57;1338.97;208.75;236.79;636.40;72.45;0.00;66.25
SPR;2019.00;29;49G9;564.20;1134.21;36.78;194.39;94.98;137.62;406.36;82.26;0.00;68.37
SPR;2019.00;30;50G7;403.10;0.00;7.79;30.31;12.28;14.08;76.38;8.37;2.89;7.81
SPR;2019.00;30;50G8;833.40;0.00;36.68;141.58;58.27;67.73;367.63;40.32;14.37;37.91
SPR;2019.00;30;50G9;879.50;0.28;2.24;6.38;4.56;7.32;40.32;4.51;2.49;4.80
SPR;2019.00;30;50H0;795.10;0.00;0.07;0.42;0.40;0.71;4.06;0.44;0.33;0.70
SPR;2019.00;30;51G7;614.50;0.00;0.00;1.65;0.92;1.39;7.86;0.87;0.48;0.76
SPR;2019.00;30;51G8;863.70;0.00;0.00;0.30;0.17;0.26;1.57;0.17;0.11;0.19
SPR;2019.00;30;51G9;865.80;0.00;0.00;0.15;0.24;0.41;2.66;0.31;0.25;0.49
SPR;2019.00;30;51H0;865.70;0.00;0.00;0.13;0.15;0.30;1.87;0.19;0.23;0.55
SPR;2019.00;30;52G7;482.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2019.00;30;52G8;852.00;0.00;0.22;0.30;0.30;0.00;0.64;0.30;0.03;0.30
SPR;2019.00;30;52G9;852.00;0.00;0.12;0.51;1.07;2.16;15.02;1.58;1.70;2.85
SPR;2019.00;30;52H0;852.00;0.00;0.04;0.60;0.31;0.45;2.85;0.30;0.22;0.34
SPR;2019.00;30;53G8;838.10;1.37;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;2019.00;30;53G9;838.10;0.00;0.40;0.68;0.35;0.59;3.80;0.39;0.33;0.42
SPR;2019.00;30;53H0;838.10;0.00;1.80;7.29;4.00;5.60;31.67;3.52;1.75;3.47
SPR;2019.00;30;54G8;642.20;0.00;0.00;0.00;0.06;0.06;0.84;0.10;0.13;0.33
SPR;2019.00;30;54G9;824.20;0.00;0.05;0.16;0.08;0.12;0.94;0.08;0.15;0.37
SPR;2019.00;30;54H0;727.90;0.00;5.86;21.00;10.63;15.09;87.47;9.31;5.41;9.92
SPR;2019.00;30;55G9;625.60;0.73;1.27;8.59;4.17;5.47;29.69;3.24;1.22;3.05
SPR;2019.00;30;55H0;688.60;0.00;0.11;1.76;0.71;0.95;6.04;0.60;0.42;0.60
