SPECIES;Year;Sub_Div;RECT;Area;Age0;Age1;Age2;Age3;Age4;Age5;Age6;Age7;Age8+
SPR;1991.00;22;37G1;723.30;7.03;0.30;1.11;0.93;0.41;0.28;0.00;0.00;0.84
SPR;1991.00;22;38F9;51.90;502.15;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1991.00;22;38G0;735.30;180.19;5.42;6.07;4.55;0.08;2.28;0.00;0.00;2.68
SPR;1991.00;22;38G1;173.20;78.59;2.36;2.65;1.98;0.04;0.99;0.00;0.00;1.17
SPR;1991.00;22;39F9;159.30;3087.76;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1991.00;22;39G0;201.70;122.05;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1991.00;22;39G1;250.00;769.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1991.00;22;40F9;51.30;31.03;4.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1991.00;22;40G0;538.10;1300.71;185.82;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1991.00;23;39G2;130.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1991.00;23;40G2;164.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1991.00;24;37G2;192.40;129.26;45.61;52.40;38.76;15.53;11.99;1.63;4.08;4.29
SPR;1991.00;24;38G2;832.90;879.89;958.85;795.86;509.59;169.10;120.71;8.63;21.56;29.70
SPR;1991.00;24;38G3;865.70;362.64;2072.45;1058.74;577.40;176.47;78.15;0.00;0.00;20.86
SPR;1991.00;24;38G4;1034.80;571.94;470.91;227.01;130.20;43.75;21.49;0.00;0.00;2.79
SPR;1991.00;24;39G2;406.10;0.72;4.54;2.84;1.81;0.44;0.41;0.00;0.00;0.06
SPR;1991.00;24;39G3;765.00;0.00;373.73;423.15;306.03;90.23;69.65;3.08;6.17;15.06
SPR;1991.00;24;39G4;524.80;0.00;85.12;96.36;69.69;20.55;15.87;0.70;1.40;3.43
SPR;1991.00;25;37G5;642.20;289.98;42.15;21.71;48.54;1.28;6.39;3.83;1.28;2.55
SPR;1991.00;25;38G5;1035.70;1220.63;283.18;206.57;369.37;20.52;53.35;12.32;4.11;8.21
SPR;1991.00;25;38G6;940.20;635.02;240.91;99.37;118.28;1.13;21.85;7.21;1.13;4.28
SPR;1991.00;25;39G4;287.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1991.00;25;39G5;979.00;103.20;161.31;206.40;734.63;96.11;180.35;25.15;62.87;62.87
SPR;1991.00;25;39G6;1026.00;220.98;203.59;232.98;313.97;13.79;56.47;0.00;0.00;3.61
SPR;1991.00;25;39G7;1026.00;29.82;698.32;400.03;629.08;45.81;91.62;26.10;11.18;17.05
SPR;1991.00;25;40G4;677.20;0.00;1.78;63.69;90.16;85.56;44.03;47.63;18.79;51.22
SPR;1991.00;25;40G5;1012.90;0.00;117.51;411.28;1469.75;117.51;440.66;88.13;88.13;205.64
SPR;1991.00;25;40G6;1013.00;0.00;101.32;379.95;1342.29;101.32;278.63;75.99;75.99;177.31
SPR;1991.00;25;40G7;1013.00;0.00;305.52;954.76;1489.32;190.95;343.71;114.57;152.76;267.33
SPR;1991.00;25;41G7;1000.00;0.00;11.60;43.48;152.74;11.60;31.89;8.70;8.70;20.29
SPR;1991.00;26;38G8;624.60;361.59;735.66;271.46;255.03;9.13;60.26;4.26;0.00;4.26
SPR;1991.00;26;38G9;918.20;245.65;2237.96;403.63;331.06;4.89;65.19;8.63;0.00;68.94
SPR;1991.00;26;39G8;1026.00;199.09;872.23;360.01;335.86;5.12;86.35;5.12;6.58;11.71
SPR;1991.00;26;39G9;1026.00;188.36;4826.30;1224.81;862.90;0.00;248.16;0.00;50.09;72.86
SPR;1991.00;26;39H0;881.60;8190.68;1575.00;236.24;118.12;0.00;19.68;0.00;0.00;19.68
SPR;1991.00;26;40G8;1013.00;20.26;1386.43;946.36;770.64;8.47;123.86;8.47;32.82;4.23
SPR;1991.00;26;40G9;1013.00;719.23;4309.57;1655.49;1018.27;30.32;175.86;0.00;0.00;84.90
SPR;1991.00;26;40H0;1012.10;7756.05;2707.41;413.91;346.00;0.00;101.88;10.10;0.00;0.00
SPR;1991.00;26;41G8;1000.00;75.51;863.24;1128.86;1392.13;75.26;188.14;75.26;37.63;0.00
SPR;1991.00;26;41G9;1000.00;628.97;2198.92;1049.95;826.50;33.34;129.18;19.44;9.72;38.90
SPR;1991.00;26;41H0;953.30;2706.83;1573.55;549.15;339.45;9.05;60.34;0.00;0.00;33.19
SPR;1991.00;27;42G7;986.90;0.00;13.93;53.72;171.41;10.94;37.75;6.80;10.74;18.84
SPR;1991.00;27;43G7;913.80;0.00;2.20;8.25;29.24;2.20;6.05;1.65;1.65;3.85
SPR;1991.00;27;44G7;960.50;18.87;12.96;99.37;165.16;21.60;47.52;8.64;25.92;51.84
SPR;1991.00;27;45G7;908.70;9.17;15.27;350.44;519.00;45.81;122.17;61.08;167.98;244.33
SPR;1991.00;27;45G8;947.20;37.73;29.14;380.41;612.54;58.54;175.10;53.56;137.57;206.35
SPR;1991.00;27;46G8;884.80;18.18;156.44;801.73;724.32;39.11;136.88;19.55;19.55;58.66
SPR;1991.00;28_2;42G9;986.90;1913.70;710.52;741.50;557.52;63.83;200.86;3.76;17.83;50.69
SPR;1991.00;28_2;42H0;968.50;1985.84;2017.25;453.55;285.87;7.07;57.58;0.00;0.00;7.07
SPR;1991.00;28_2;43G9;973.70;1207.26;213.06;252.31;189.39;31.56;78.91;0.00;7.89;15.78
SPR;1991.00;28_2;43H0;973.70;549.03;884.76;520.24;450.18;26.83;120.74;13.41;13.41;58.13
SPR;1991.00;28_2;43H1;412.70;544.76;1218.03;25.09;12.54;0.00;0.00;0.00;0.00;0.00
SPR;1991.00;28_2;44H0;960.50;1625.86;333.12;496.80;436.55;18.80;116.86;9.41;9.41;56.42
SPR;1991.00;28_2;44H1;824.60;3226.70;421.84;8.70;4.35;0.00;0.00;0.00;0.00;0.00
SPR;1991.00;28_2;45G9;924.50;295.84;321.32;1287.64;1051.61;0.00;175.27;58.42;0.00;29.21
SPR;1991.00;28_2;45H0;947.20;199.43;1247.54;3140.56;2823.01;0.00;471.93;79.85;38.49;39.92
SPR;1991.00;28_2;45H1;827.10;97.29;293.08;250.38;159.49;4.54;59.98;4.54;0.00;0.00
SPR;1991.00;29;46G9;933.80;159.11;167.82;642.08;912.05;87.56;196.51;87.56;29.19;65.67
SPR;1991.00;29;46H0;933.80;326.80;530.22;1885.22;2178.15;176.74;589.13;294.56;58.91;176.74
SPR;1991.00;29;46H1;921.50;496.46;914.19;1181.84;1157.72;10.43;180.75;20.86;0.00;10.43
SPR;1991.00;29;47H0;920.30;294.50;279.45;1058.56;1313.61;34.93;197.44;53.16;44.05;56.19
SPR;1991.00;29;47H1;920.30;1138.44;184.44;437.03;528.14;19.26;90.37;13.33;27.41;33.34
SPR;1991.00;29;47H2;793.90;589.77;216.49;740.63;913.18;24.42;154.64;6.51;53.71;6.51
SPR;1991.00;29;48H2;597.00;3128.28;552.88;2150.10;2763.18;61.43;430.02;0.00;184.29;0.00
SPR;1992.00;22;37G0;209.90;7.10;1.98;4.53;2.08;0.50;0.28;0.02;0.00;0.00
SPR;1992.00;22;37G1;723.30;86.96;55.59;191.67;113.74;18.36;6.77;0.18;0.00;0.00
SPR;1992.00;22;38F9;51.90;6.24;1.27;3.34;2.41;0.64;0.28;0.03;0.00;0.00
SPR;1992.00;22;38G0;735.30;122.84;34.28;78.35;35.96;8.64;4.84;0.30;0.00;0.00
SPR;1992.00;22;38G1;173.20;4.03;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1992.00;22;39F9;159.30;236.66;4.63;3.13;0.07;0.00;0.00;0.00;0.00;0.00
SPR;1992.00;22;39G0;201.70;181.10;3.47;1.63;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1992.00;22;39G1;250.00;211.18;1.37;0.97;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1992.00;22;40F9;51.30;17.58;0.56;0.72;0.01;0.00;0.00;0.00;0.00;0.00
SPR;1992.00;22;40G0;538.10;419.65;13.36;17.08;0.13;0.00;0.00;0.00;0.00;0.00
SPR;1992.00;23;40G2;164.00;39.51;12.54;18.88;36.62;11.84;3.10;1.94;0.00;0.80
SPR;1992.00;23;41G2;72.30;0.00;0.20;0.34;0.49;0.18;0.02;0.04;0.00;0.04
SPR;1992.00;24;37G2;192.40;7.23;6.54;15.07;14.96;3.33;0.62;0.09;0.00;0.00
SPR;1992.00;24;38G2;832.90;65.99;59.69;137.63;136.56;30.40;5.68;0.85;0.00;0.00
SPR;1992.00;24;38G3;865.70;431.37;766.21;613.51;221.11;31.01;4.36;0.00;0.00;0.00
SPR;1992.00;24;38G4;1034.80;1789.83;77.28;73.57;36.76;5.55;0.56;0.00;0.00;0.00
SPR;1992.00;24;39G2;406.10;7.99;3.25;10.05;7.90;2.26;0.37;0.14;0.00;0.00
SPR;1992.00;24;39G3;765.00;474.35;556.57;772.41;562.47;106.26;15.93;0.67;0.00;0.00
SPR;1992.00;24;39G4;524.80;34.87;184.05;223.36;200.88;42.20;7.88;4.99;2.39;0.34
SPR;1992.00;25;39G5;979.00;0.00;97.21;511.37;261.58;43.86;33.92;16.24;0.00;9.62
SPR;1992.00;25;39G6;1026.00;0.00;76.75;181.63;286.52;158.73;19.00;20.22;28.26;0.00
SPR;1992.00;25;39G7;1026.00;187.20;736.76;451.14;588.04;340.79;9.64;60.05;7.16;19.09
SPR;1992.00;25;40G4;677.20;0.00;5.04;105.67;245.23;58.87;19.95;22.32;18.48;3.48
SPR;1992.00;25;40G5;1012.90;4.35;65.58;162.29;259.02;103.66;8.92;41.49;39.57;50.59
SPR;1992.00;25;40G6;1013.00;1.92;40.31;149.55;208.10;53.08;9.81;5.30;2.65;0.00
SPR;1992.00;25;40G7;1013.00;26.00;317.85;557.93;526.00;327.95;125.18;152.89;26.47;0.00
SPR;1992.00;25;41G6;764.40;0.00;16.10;216.83;253.35;109.01;70.05;27.37;18.31;4.81
SPR;1992.00;25;41G7;1000.00;0.00;20.32;254.01;195.62;104.25;19.24;20.32;9.09;0.00
SPR;1992.00;26;38G8;624.60;283.63;760.33;79.73;421.80;132.93;70.85;5.36;8.89;8.89
SPR;1992.00;26;38G9;918.20;10718.17;1477.84;814.95;566.25;165.77;27.61;27.61;13.81;0.00
SPR;1992.00;26;39G8;1026.00;590.18;1483.64;963.15;422.18;393.45;90.16;82.01;73.76;0.00
SPR;1992.00;26;39G9;1026.00;18.29;1907.78;2957.59;2154.30;1150.12;328.63;611.64;0.00;0.00
SPR;1992.00;26;39H0;881.60;6028.62;412.17;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1992.00;26;40G8;1013.00;22.25;570.45;466.47;311.97;112.76;47.83;34.58;2.70;28.44
SPR;1992.00;26;40G9;1013.00;2257.93;3589.11;2629.47;1283.91;266.98;32.75;262.19;0.00;0.00
SPR;1992.00;26;40H0;1012.10;10460.64;313.06;10.80;10.80;0.00;0.00;0.00;0.00;0.00
SPR;1992.00;26;41G8;1000.00;1880.93;1605.69;958.11;910.36;434.29;15.63;96.70;1.26;169.42
SPR;1992.00;26;41G9;1000.00;170.32;1407.98;1113.62;963.84;388.29;17.62;63.98;17.37;5.48
SPR;1992.00;26;41H0;953.30;368.64;2580.61;1590.21;1734.75;787.96;36.10;130.10;0.00;0.00
SPR;1992.00;27;42G6;266.00;0.00;10.52;137.43;145.83;60.86;40.01;16.44;13.14;4.14
SPR;1992.00;27;42G7;986.90;0.00;11.20;265.20;342.88;92.28;32.41;25.33;71.28;26.67
SPR;1992.00;27;43G7;913.80;0.00;0.61;6.53;5.28;5.06;2.34;1.96;2.28;1.28
SPR;1992.00;27;44G7;960.50;0.00;58.86;174.91;137.36;71.49;33.57;42.30;31.00;29.18
SPR;1992.00;27;44G8;456.60;0.29;23.29;75.63;59.72;32.78;16.59;19.95;16.09;16.35
SPR;1992.00;27;45G7;908.70;1.69;23.86;81.31;71.66;25.19;14.19;23.24;12.15;17.73
SPR;1992.00;27;45G8;947.20;1.96;39.13;105.34;79.45;25.60;13.13;22.26;11.09;16.16
SPR;1992.00;27;46G8;884.80;0.00;0.12;0.78;1.01;0.31;0.08;0.26;0.20;0.06
SPR;1992.00;28_2;42G8;945.40;0.00;55.58;134.07;125.64;89.87;20.17;23.27;4.70;5.83
SPR;1992.00;28_2;42G9;986.90;3.28;63.51;25.64;58.04;29.82;0.60;0.00;0.00;0.00
SPR;1992.00;28_2;42H0;968.50;13.47;140.65;107.13;137.26;67.24;3.39;10.08;0.00;0.00
SPR;1992.00;28_2;43G9;973.70;64.67;1381.42;517.40;679.04;288.11;8.84;0.00;0.00;0.00
SPR;1992.00;28_2;43H0;973.70;3626.34;1634.23;119.33;495.10;59.61;0.00;29.81;0.00;0.00
SPR;1992.00;28_2;43H1;412.70;412.95;186.71;13.67;56.44;6.71;0.00;3.48;0.00;0.00
SPR;1992.00;28_2;44G9;876.60;1368.47;605.31;1473.60;1447.44;52.62;236.82;26.36;26.36;26.26
SPR;1992.00;28_2;44H0;960.50;0.00;986.82;1009.57;830.68;869.12;0.00;98.63;0.00;0.00
SPR;1992.00;28_2;44H1;824.60;1556.71;6227.19;1614.36;1556.71;519.02;57.65;0.00;0.00;0.00
SPR;1992.00;28_2;45G9;924.50;1.12;116.78;285.23;171.58;37.46;20.13;20.62;9.84;4.79
SPR;1992.00;29;46G9;933.80;1.70;66.13;89.34;125.88;18.56;9.98;5.49;5.83;0.00
SPR;1992.00;29;46H0;933.80;1.56;80.82;77.30;105.55;20.20;8.60;8.66;13.43;3.38
SPR;1992.00;29;47G9;876.20;0.90;123.33;45.57;36.98;8.57;2.15;4.50;6.44;2.12
SPR;1992.00;29;47H0;920.30;2.30;146.73;115.98;146.60;26.08;10.45;10.05;16.38;3.91
SPR;1992.00;29;47H1;920.30;2.23;142.22;112.42;142.09;25.28;10.13;9.75;15.88;3.79
SPR;1993.00;21;41G0;108.10;0.00;0.01;0.01;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1993.00;21;41G1;946.80;0.00;0.34;0.34;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1993.00;21;41G2;432.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1993.00;21;42G1;884.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1993.00;21;42G2;606.80;4.79;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1993.00;21;43G1;699.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1993.00;21;43G2;107.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1993.00;22;37G0;209.90;4.24;1.54;7.01;6.01;1.71;0.41;0.29;0.00;0.00
SPR;1993.00;22;37G1;723.30;2.38;43.50;110.18;96.42;32.30;4.58;5.77;0.00;0.00
SPR;1993.00;22;38G0;735.30;14.82;5.37;24.49;20.99;5.99;1.43;1.01;0.00;0.00
SPR;1993.00;22;38G1;173.20;0.85;0.31;1.41;1.21;0.34;0.08;0.06;0.00;0.00
SPR;1993.00;22;39F9;159.30;0.34;20.33;20.74;10.57;2.65;0.20;0.20;0.00;0.00
SPR;1993.00;22;39G0;201.70;61.12;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1993.00;22;39G1;250.00;10.49;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1993.00;22;40F9;51.30;8.45;0.80;0.36;0.09;0.04;0.00;0.00;0.00;0.00
SPR;1993.00;22;40G0;538.10;123.24;11.70;5.29;1.36;0.52;0.00;0.00;0.00;0.00
SPR;1993.00;22;40G1;174.50;60.49;5.74;2.59;0.67;0.26;0.00;0.00;0.00;0.00
SPR;1993.00;22;41G0;173.10;66.88;6.35;2.87;0.74;0.28;0.00;0.00;0.00;0.00
SPR;1993.00;23;39G2;130.90;0.04;0.29;1.05;1.28;0.23;0.04;0.01;0.00;0.00
SPR;1993.00;23;40G2;164.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1993.00;23;41G2;72.30;0.00;0.04;0.37;0.47;0.04;0.05;0.00;0.00;0.00
SPR;1993.00;24;37G2;192.40;1.22;7.32;27.39;36.73;8.11;1.20;0.00;0.00;0.00
SPR;1993.00;24;37G3;167.70;16.41;13.46;9.71;3.48;0.35;0.00;0.00;0.00;0.00
SPR;1993.00;24;38G2;832.90;0.00;15.18;91.26;128.60;28.63;3.59;1.03;0.00;0.00
SPR;1993.00;24;38G3;865.70;11.60;83.94;194.22;201.73;32.78;3.13;0.37;0.00;0.00
SPR;1993.00;24;38G4;1034.80;18.43;19.15;43.54;49.31;9.25;0.85;0.29;0.00;0.00
SPR;1993.00;24;39G2;406.10;1.40;10.33;37.19;45.16;8.25;1.24;0.23;0.00;0.00
SPR;1993.00;24;39G3;765.00;0.56;16.75;89.44;131.79;29.56;3.15;0.52;0.00;0.00
SPR;1993.00;24;39G4;524.80;0.00;4.12;29.27;46.63;11.75;1.27;0.64;0.00;0.00
SPR;1993.00;26;39H0;881.60;550.78;129.50;60.97;56.76;30.43;21.76;4.35;0.00;4.35
SPR;1993.00;26;40G9;1013.00;2.63;485.40;286.83;110.31;66.19;121.36;11.03;11.03;11.03
SPR;1993.00;26;40H0;1012.10;655.52;2529.23;1560.19;775.13;425.55;292.73;58.30;17.86;22.99
SPR;1993.00;26;41G9;1000.00;225.02;2320.19;1339.95;584.12;615.22;223.01;95.30;53.17;84.92
SPR;1993.00;26;41H0;953.30;320.02;1756.79;1171.29;634.50;780.87;244.02;146.41;48.74;97.61
SPR;1993.00;28_2;42G9;986.90;196.43;3524.18;4069.62;1747.84;2018.91;330.91;89.87;120.43;150.48
SPR;1993.00;28_2;42H0;968.50;0.00;834.37;1650.40;609.30;706.86;146.81;0.00;56.99;57.02
SPR;1993.00;28_2;43G9;973.70;135.11;810.56;1269.64;767.60;497.51;267.19;31.01;150.53;44.23
SPR;1993.00;28_2;43H0;973.70;135.14;810.64;1269.68;767.70;497.54;267.20;31.01;150.55;44.26
SPR;1993.00;28_2;43H1;412.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1993.00;28_2;44H0;960.50;0.00;1857.60;2907.45;1857.64;807.61;403.83;0.00;161.50;80.76
SPR;1993.00;28_2;44H1;824.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1994.00;21;41G0;108.10;1.01;6.79;1.58;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1994.00;21;41G1;946.80;30.94;208.78;48.64;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1994.00;21;41G2;432.30;2.63;12.74;4.24;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1994.00;21;42G1;884.20;51.25;327.80;98.42;5.25;0.00;0.00;0.00;0.00;0.00
SPR;1994.00;21;42G2;606.80;20.03;186.28;64.58;0.31;0.00;0.00;0.00;0.00;0.00
SPR;1994.00;21;43G1;699.00;188.88;139.68;27.16;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1994.00;21;43G2;107.00;18.56;129.97;37.92;0.84;0.00;0.00;0.00;0.00;0.00
SPR;1994.00;22;37G0;209.90;33.16;2.54;2.08;1.07;0.72;0.24;0.04;0.02;0.00
SPR;1994.00;22;37G1;723.30;249.41;69.52;133.84;271.48;202.46;57.71;14.24;3.48;0.00
SPR;1994.00;22;38F9;51.90;193.28;15.67;1.04;0.65;0.34;0.05;0.03;0.03;0.00
SPR;1994.00;22;38G0;735.30;155.46;11.92;9.73;4.99;3.39;1.13;0.20;0.07;0.00
SPR;1994.00;22;38G1;173.20;8.87;0.52;0.09;0.10;0.04;0.01;0.00;0.00;0.00
SPR;1994.00;22;39F9;159.30;7.04;1.67;0.12;0.02;0.00;0.00;0.00;0.00;0.00
SPR;1994.00;22;39G0;201.70;18.93;1.94;0.74;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1994.00;22;39G1;250.00;23.71;4.14;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1994.00;22;40F9;51.30;5.73;2.89;3.64;0.04;0.01;0.00;0.00;0.00;0.00
SPR;1994.00;22;40G0;538.10;36.61;18.48;23.27;0.26;0.08;0.01;0.00;0.00;0.00
SPR;1994.00;22;40G1;174.50;2.28;1.15;1.45;0.02;0.00;0.00;0.00;0.00;0.00
SPR;1994.00;22;41G0;173.10;11.09;5.60;7.05;0.08;0.02;0.00;0.00;0.00;0.00
SPR;1994.00;22;41G1;18.00;0.61;0.31;0.39;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1994.00;23;39G2;130.90;9.62;0.31;0.00;0.30;0.18;0.10;0.04;0.00;0.00
SPR;1994.00;23;40G2;164.00;9.07;0.98;2.45;2.70;0.98;0.25;0.00;0.00;0.00
SPR;1994.00;23;41G2;72.30;42.55;0.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00
SPR;1994.00;24;37G2;192.40;0.20;0.00;0.05;0.65;0.78;0.22;0.21;0.00;0.00
SPR;1994.00;24;38G2;832.90;395.01;10.79;21.38;117.74;105.64;14.82;3.59;0.00;0.00
SPR;1994.00;24;38G3;865.70;358.11;44.02;46.37;160.32;140.07;22.31;6.54;0.00;0.00
SPR;1994.00;24;38G4;1034.80;317.46;37.15;33.66;208.15;166.78;31.30;5.91;0.00;0.00
SPR;1994.00;24;39G2;406.10;14.21;0.46;0.00;0.44;0.27;0.15;0.06;0.00;0.00
SPR;1994.00;24;39G3;765.00;232.01;2.23;6.33;29.95;30.36;4.80;1.47;0.00;0.00
SPR;1994.00;24;39G4;524.80;71.57;12.04;39.94;254.48;222.32;43.48;11.83;0.00;0.00
SPR;1994.00;25;37G5;642.20;5950.98;100.00;131.26;68.75;0.00;0.00;0.00;0.00;0.00
SPR;1994.00;25;38G5;1035.70;238.22;16.03;109.63;140.96;75.88;40.26;14.08;9.25;2.32
SPR;1994.00;25;39G4;287.30;1.04;0.00;3.46;7.77;6.57;7.30;3.13;0.00;1.67
SPR;1994.00;25;39G5;979.00;167.85;20.19;149.27;220.47;86.12;55.09;15.19;7.34;6.01
SPR;1994.00;25;39G6;1026.00;150.95;6.96;308.87;782.62;575.93;271.71;204.36;18.57;0.00
SPR;1994.00;25;39G7;1026.00;0.00;134.86;888.54;1622.39;809.21;230.07;130.90;0.00;0.00
SPR;1994.00;25;40G4;677.20;4.20;0.00;13.90;31.23;26.41;29.34;12.58;0.00;6.71
SPR;1994.00;25;40G5;1012.90;39.92;16.58;147.66;369.31;398.22;222.49;101.41;0.00;41.91
SPR;1994.00;25;40G6;1013.00;126.79;1.81;188.87;384.03;267.70;267.49;116.07;25.66;15.88
SPR;1994.00;25;40G7;1013.00;171.02;0.00;42.68;205.92;145.28;173.69;130.43;9.01;10.63
SPR;1994.00;25;41G6;764.40;149.88;0.70;66.97;119.55;51.66;94.92;40.43;12.73;8.92
SPR;1994.00;25;41G7;1000.00;796.66;0.00;66.87;220.54;159.27;114.73;94.11;46.98;0.00
SPR;1994.00;26;37G9;151.60;703.86;387.28;339.07;144.63;14.46;11.25;0.00;6.42;0.00
SPR;1994.00;26;38G8;624.60;74.93;866.62;1299.94;671.14;218.28;45.61;35.83;0.00;45.61
SPR;1994.00;26;38G9;918.20;1899.33;1610.07;1774.76;592.88;170.72;30.44;18.28;0.00;0.00
SPR;1994.00;26;39G8;1026.00;86.34;107.94;1435.59;1446.40;309.43;201.49;10.78;0.00;0.00
SPR;1994.00;26;39G9;1026.00;54.67;1985.27;6098.04;2130.95;463.61;173.40;25.38;0.00;0.00
SPR;1994.00;26;39H0;881.60;8143.27;357.13;357.13;44.56;17.82;8.91;0.00;0.00;0.00
SPR;1994.00;26;40G8;1013.00;60.29;134.00;1728.60;827.45;355.09;107.20;137.34;0.00;0.00
SPR;1994.00;26;40G9;1013.00;78.57;1490.41;3674.01;1253.60;405.68;151.11;70.99;0.00;11.44
SPR;1994.00;26;40H0;1012.10;34.83;2907.99;3290.41;752.65;234.33;119.99;33.18;0.00;0.00
SPR;1994.00;26;41G8;1000.00;258.38;36.60;520.16;740.79;591.02;460.69;258.99;4.47;48.89
SPR;1994.00;26;41G9;1000.00;3.58;314.38;1767.15;870.85;415.59;162.66;68.70;0.00;10.84
SPR;1994.00;26;41H0;953.30;21269.73;724.57;1005.00;210.41;70.19;46.68;23.34;0.00;23.34
SPR;1994.00;27;42G6;266.00;143.76;0.00;3.57;33.94;32.15;55.31;22.39;12.50;13.40
SPR;1994.00;27;42G7;986.90;1550.42;0.00;38.52;365.98;346.72;596.48;241.42;134.83;177.91
SPR;1994.00;27;43G7;913.80;2868.28;0.00;151.58;1912.76;432.39;245.36;114.37;106.08;123.32
SPR;1994.00;27;44G6;200.90;2.97;2.15;55.40;146.47;108.71;94.16;42.12;7.41;23.72
SPR;1994.00;27;44G7;960.50;9.31;6.72;173.40;458.43;340.27;294.71;131.83;23.19;74.23
SPR;1994.00;27;44G8;456.60;81.10;0.00;45.84;164.85;147.22;121.65;0.00;0.00;0.00
SPR;1994.00;27;45G7;908.70;0.00;11.89;186.68;1217.14;484.53;473.78;161.17;48.69;97.39
SPR;1994.00;27;45G8;947.20;594.15;29.22;108.61;322.89;174.35;206.50;38.96;31.17;33.12
SPR;1994.00;27;46G8;884.80;1049.11;0.00;135.26;140.26;75.98;132.87;70.77;34.42;35.23
SPR;1994.00;28_2;42G8;945.40;0.00;0.00;56.21;49.80;161.44;82.92;37.22;21.42;17.68
SPR;1994.00;28_2;42G9;986.90;0.00;0.00;821.15;766.35;400.86;149.48;40.98;0.00;10.62
SPR;1994.00;28_2;42H0;968.50;2362.62;276.33;1114.99;565.97;132.92;86.13;9.82;0.00;0.00
SPR;1994.00;28_2;43G8;296.20;0.00;0.00;26.36;23.36;75.72;38.89;17.46;10.05;8.29
SPR;1994.00;28_2;43G9;973.70;0.00;13.12;1111.83;870.52;655.75;554.43;140.71;0.00;171.68
SPR;1994.00;28_2;43H0;973.70;1870.48;78.33;1621.94;724.26;219.48;109.97;61.62;0.00;0.00
SPR;1994.00;28_2;43H1;412.70;1144.32;11.68;1875.47;894.61;521.87;372.75;74.56;0.00;0.00
SPR;1994.00;28_2;44G9;876.60;0.00;0.00;390.36;883.16;515.81;234.91;124.96;45.49;79.47
SPR;1994.00;28_2;44H0;960.50;269.46;6.18;1303.89;816.18;463.50;257.46;75.67;8.93;16.70
SPR;1994.00;28_2;44H1;824.60;239.88;15.12;188.89;107.82;41.61;15.34;6.31;0.00;0.00
SPR;1994.00;28_2;45G9;924.50;0.00;1.11;54.58;94.75;38.26;50.09;9.90;0.10;8.07
SPR;1994.00;28_2;45H0;947.20;0.00;14.38;559.73;559.82;221.77;169.26;30.45;4.46;9.96
SPR;1994.00;28_2;45H1;827.10;0.00;17.43;118.41;62.95;19.49;7.18;0.70;0.00;2.40
SPR;1994.00;29;46G9;933.80;43.01;2.58;69.01;212.21;93.51;105.11;11.14;6.95;2.09
SPR;1994.00;29;46H0;933.80;310.14;0.00;842.40;1895.77;1020.61;525.68;44.68;83.69;85.96
SPR;1994.00;29;46H1;921.50;855.75;118.18;1134.89;988.20;468.63;101.88;0.00;40.75;20.38
SPR;1994.00;29;47G9;876.20;13.42;0.00;221.37;741.91;17.89;384.15;371.63;0.00;47.40
SPR;1994.00;29;47H0;920.30;400.18;0.00;450.06;751.69;149.86;386.37;215.32;0.00;0.00
