Year;Sub_Div;RECT;Area;Age1;Age2;Age3;Age4;Age5;Age6;Age7;Age8+
2019.00;28_2;44G9;876.60;173.77;867.88;351.60;891.27;372.13;4.87;0.00;9.75
2019.00;28_2;44H0;960.50;95.06;400.17;192.38;290.72;638.14;37.67;32.70;35.64
2019.00;28_2;44H1;824.60;374.88;144.50;68.72;60.89;191.27;19.29;1.80;0.97
2019.00;28_2;45G9;924.50;148.13;667.66;366.14;972.01;391.27;9.50;0.00;10.86
2019.00;28_2;45H0;947.20;59.53;221.38;72.29;75.62;267.01;40.98;13.63;42.85
2019.00;28_2;45H1;827.10;229.53;187.39;44.43;44.29;160.28;28.30;6.23;25.84
2019.00;29;46G9;933.80;97.77;426.80;218.38;889.85;302.69;5.38;13.69;1.34
2019.00;29;46H0;933.80;259.47;523.80;211.09;903.87;268.87;4.98;10.73;1.24
2019.00;29;46H1;921.50;329.94;934.32;98.75;134.75;689.83;111.72;7.27;52.30
2019.00;29;47G9;876.20;52.16;273.85;223.05;1097.31;420.75;1.58;41.10;0.40
2019.00;29;47H0;920.30;375.51;242.27;132.04;558.26;211.69;6.22;16.89;1.55
2019.00;29;47H1;920.30;205.50;587.56;64.87;89.52;469.68;80.22;7.86;47.64
2019.00;29;47H2;793.90;77.03;596.71;101.06;137.46;617.36;123.06;6.04;67.59
2019.00;32;47H3;536.20;77.48;309.52;55.12;62.65;471.68;20.18;35.23;46.66
2020.00;24;37G4;875.10;39.91;132.40;136.61;172.15;265.62;90.82;2.71;8.26
2020.00;24;38G2;832.90;1.47;1.52;2.27;4.86;8.99;3.00;0.47;0.68
2020.00;24;38G3;865.70;146.09;91.34;78.07;109.68;169.53;57.95;3.85;7.00
2020.00;24;38G4;1034.80;27.74;92.03;94.96;119.67;184.64;63.13;1.89;5.74
2020.00;24;39G2;406.10;0.02;0.02;0.04;0.09;0.17;0.05;0.01;0.02
2020.00;24;39G3;765.00;3.34;9.77;11.01;18.62;33.01;10.65;0.40;2.04
2020.00;24;39G4;524.80;19.23;82.39;81.54;91.85;148.90;42.89;0.83;3.57
2020.00;25;37G5;642.20;0.41;34.40;39.66;53.71;131.94;135.04;18.12;4.46
2020.00;25;38G5;1035.70;97.22;1044.11;1317.27;684.33;1059.07;773.53;19.68;7.74
2020.00;25;38G6;940.20;0.44;101.99;124.93;119.82;241.35;219.93;20.47;5.31
2020.00;25;38G7;471.70;1.76;20.35;23.45;25.86;58.17;53.53;4.95;1.34
2020.00;25;39G4;287.30;99.67;422.40;328.34;289.99;288.36;194.06;6.39;0.00
2020.00;25;39G5;979.00;283.59;3347.94;2351.41;1913.46;1472.73;1130.62;12.78;0.00
2020.00;25;39G6;1026.00;598.86;887.45;1071.24;476.55;733.06;549.75;22.23;4.72
2020.00;25;39G7;1026.00;785.85;957.37;1216.86;545.20;788.69;531.64;3.97;1.46
2020.00;25;40G4;677.20;951.07;3029.67;2239.51;1897.46;1760.51;1218.35;37.30;0.00
2020.00;25;40G5;1012.90;7004.18;3123.97;1690.16;1292.95;787.04;751.79;7.16;0.00
2020.00;25;40G6;1013.00;2313.30;1417.06;757.38;529.23;430.92;319.71;2.98;0.00
2020.00;25;40G7;1013.00;59.01;301.95;251.03;236.53;232.61;153.42;4.69;0.00
2020.00;25;41G6;764.40;29.00;469.79;412.80;381.74;387.98;235.46;10.92;0.00
2020.00;25;41G7;1000.00;396.04;478.21;351.09;318.32;308.34;196.97;8.55;0.00
2020.00;26;37G8;86.00;21.28;71.63;129.32;70.38;51.34;22.96;0.00;0.00
2020.00;26;37G9;151.60;265.21;61.36;124.43;69.46;53.46;23.80;0.00;0.00
2020.00;26;38G8;624.60;219.46;392.09;960.72;573.94;506.33;227.17;0.00;0.00
2020.00;26;38G9;918.20;179.60;314.75;837.34;521.84;475.86;218.35;0.00;1.92
2020.00;26;39G8;1026.00;1238.10;623.55;1676.43;1077.89;985.17;447.18;10.00;5.57
2020.00;26;39G9;1026.00;177.12;451.75;1285.83;757.71;738.06;321.76;0.00;0.00
2020.00;26;40G8;1013.00;1906.78;664.64;1716.07;931.71;866.44;389.97;0.00;4.82
2020.00;26;40G9;1013.00;494.00;105.53;369.50;804.26;226.41;24.27;0.00;0.00
2020.00;26;40H0;1012.10;1089.33;102.01;102.96;112.22;42.40;6.85;0.00;0.00
2020.00;26;41G8;1000.00;80.52;312.65;348.28;394.43;463.10;52.72;12.29;2.74
2020.00;26;41G9;1000.00;1098.83;253.11;369.53;166.71;99.21;412.69;41.66;4.68
2020.00;26;41H0;953.30;1023.30;648.90;313.61;136.23;47.84;445.74;30.36;20.24
2020.00;27;42G6;266.00;0.58;0.94;1.60;1.50;0.84;1.86;0.08;0.20
2020.00;27;42G7;986.90;67.94;6.94;29.34;16.20;13.95;33.77;0.56;3.00
2020.00;27;43G6;269.80;2.43;0.00;0.00;0.00;0.00;0.00;0.00;0.00
2020.00;27;43G7;913.80;139.61;22.31;7.23;21.24;21.20;5.20;0.00;0.00
2020.00;27;44G7;960.50;1861.41;455.49;331.81;367.95;247.28;324.48;0.00;0.00
2020.00;27;44G8;456.60;13.43;10.14;8.05;14.36;5.92;32.34;4.87;1.31
2020.00;27;45G7;908.70;4747.61;192.28;190.41;827.90;13.25;535.77;37.17;37.17
2020.00;27;45G8;947.20;1698.28;313.94;207.95;286.81;192.01;17.19;24.90;0.00
2020.00;27;46G7;452.60;2531.90;177.10;119.73;29.93;14.96;57.37;0.00;12.47
2020.00;27;46G8;884.80;412.62;619.11;438.12;631.20;459.27;61.16;42.62;0.00
2020.00;28_2;42G8;945.40;601.82;319.51;615.82;399.00;453.06;25.28;13.81;2.60
2020.00;28_2;42G9;986.90;674.73;588.54;1117.36;565.43;651.50;16.42;5.47;0.00
2020.00;28_2;42H0;968.50;3298.84;129.32;236.85;67.99;54.09;172.29;20.10;20.32
2020.00;28_2;43G8;296.20;627.57;827.46;158.05;404.43;295.19;271.94;27.89;141.78
2020.00;28_2;43G9;973.70;737.60;766.76;1019.41;581.50;504.53;10.50;6.03;1.09
2020.00;28_2;43H0;973.70;1783.73;222.41;298.07;79.96;92.86;321.49;26.51;7.16
2020.00;28_2;43H1;412.70;576.30;31.41;49.84;14.83;16.80;32.35;5.43;1.23
2020.00;28_2;44G9;876.60;1452.68;690.85;958.52;576.60;522.97;12.84;4.28;0.00
2020.00;28_2;44H0;960.50;1689.52;152.22;227.36;103.24;108.67;275.84;3.87;16.54
2020.00;28_2;44H1;824.60;149.14;246.48;382.11;93.86;102.34;101.76;12.94;20.05
2020.00;28_2;45G9;924.50;1091.33;662.22;796.13;495.07;412.72;20.61;9.58;0.96
2020.00;28_2;45H0;947.20;2824.37;216.37;380.97;140.35;89.93;225.48;11.26;20.21
2020.00;28_2;45H1;827.10;509.66;344.91;649.70;269.39;180.25;427.86;22.76;41.59
2020.00;29;46G9;933.80;1073.46;1258.52;1613.98;163.23;1158.20;315.94;0.00;3.34
2020.00;29;46H0;933.80;1452.45;610.82;951.98;107.80;774.28;185.91;0.00;1.71
2020.00;29;46H1;921.50;1871.80;203.52;314.75;101.20;68.98;343.79;18.91;31.32
2020.00;29;47G9;876.20;517.84;822.61;1135.07;112.65;835.63;229.98;0.00;1.81
2020.00;29;47H0;920.30;734.50;459.85;801.13;100.99;714.62;153.05;0.00;0.00
2020.00;29;47H1;920.30;1641.54;135.26;216.42;76.21;68.35;278.82;19.66;42.44
2020.00;29;47H2;793.90;165.07;202.50;353.10;127.99;128.97;470.34;29.26;62.51
2020.00;32;47H3;536.20;152.04;106.20;273.59;85.20;209.42;431.48;44.76;102.47
2021.00;24;38G2;832.90;4.31;1.86;1.87;2.17;2.00;2.46;0.49;0.02
2021.00;24;38G3;865.70;3.83;39.29;43.60;49.43;41.38;44.92;10.12;0.17
2021.00;24;38G4;1034.80;1.32;15.92;28.38;27.95;27.83;29.67;7.10;0.30
2021.00;24;39G2;406.10;8.11;3.71;2.87;3.59;2.97;3.70;0.77;0.00
2021.00;24;39G3;765.00;0.42;16.91;29.40;30.82;29.44;32.92;7.89;0.19
2021.00;24;39G4;524.80;36.77;178.41;69.49;77.70;30.69;28.50;10.77;0.00
2021.00;25;37G5;642.20;0.04;0.53;1.78;2.05;1.18;1.60;1.69;0.42
2021.00;25;38G5;1035.70;57.64;155.80;484.76;538.43;271.18;328.53;325.35;79.15
2021.00;25;38G6;940.20;10.68;110.20;433.10;499.88;224.65;286.03;282.86;60.97
2021.00;25;38G7;471.70;0.08;1.27;12.02;14.77;9.95;11.28;13.98;2.87
2021.00;25;39G4;287.30;1.15;55.67;55.75;40.39;33.47;12.79;5.46;0.55
2021.00;25;39G5;979.00;41.13;1515.35;1404.52;949.83;838.83;301.33;147.17;20.34
2021.00;25;39G6;1026.00;300.88;1286.56;1657.23;1503.25;305.58;582.60;280.12;77.46
2021.00;25;39G7;1026.00;437.48;1730.04;1564.58;1228.66;194.69;454.88;158.02;45.70
2021.00;25;40G4;677.20;9.26;383.74;380.22;295.08;233.96;96.85;34.88;8.52
2021.00;25;40G5;1012.90;116.89;1610.11;563.14;287.41;307.88;77.56;88.17;1.05
2021.00;25;40G6;1013.00;17.10;590.39;234.65;161.18;138.35;51.57;28.86;0.79
2021.00;25;40G7;1013.00;3.44;176.28;122.43;89.67;74.69;27.26;11.92;0.49
2021.00;25;41G6;764.40;2.54;150.02;71.06;40.99;40.00;11.90;8.93;0.11
2021.00;25;41G7;1000.00;218.85;508.42;244.99;207.87;157.18;49.07;19.68;0.60
2021.00;26;37G8;86.00;888.97;265.99;90.70;39.69;14.60;13.23;3.95;0.00
2021.00;26;37G9;151.60;253.10;194.54;78.50;39.56;18.10;15.59;6.82;0.00
2021.00;26;38G8;624.60;247.92;824.43;693.42;619.61;396.62;371.08;198.63;9.03
2021.00;26;38G9;918.20;74.03;583.66;300.02;223.24;61.32;44.96;25.01;0.00
2021.00;26;39G8;1026.00;226.11;1639.00;1355.28;1565.16;1206.47;1197.45;651.56;62.41
2021.00;26;39G9;1026.00;96.32;738.07;433.34;210.90;102.96;68.09;14.56;14.18
2021.00;26;39H0;881.60;881.68;1300.58;293.11;157.04;90.34;43.48;33.61;7.94
2021.00;26;40G8;1013.00;1083.27;3902.63;1934.82;1265.91;702.34;651.09;323.11;7.33
2021.00;26;40G9;1013.00;83.03;1162.44;390.93;415.11;147.07;64.81;129.01;11.14
2021.00;26;41G8;1000.00;741.10;1038.32;222.30;256.08;60.30;26.25;28.96;0.00
2021.00;26;41G9;1000.00;1752.16;2435.93;512.82;769.24;320.51;256.41;512.82;106.83
2021.00;26;41H0;953.30;228.75;245.43;54.80;57.18;42.89;26.21;81.01;11.91
2021.00;27;42G6;266.00;0.00;0.12;0.04;0.04;0.00;0.00;0.00;0.04
2021.00;27;42G7;986.90;191.52;1820.02;735.73;664.76;0.00;290.87;0.00;30.67
2021.00;27;43G7;913.80;91.78;314.43;766.27;241.80;193.98;195.50;224.09;28.97
2021.00;27;44G7;960.50;4546.17;2573.73;1458.23;927.59;63.56;111.63;114.88;24.03
2021.00;27;44G8;456.60;2373.55;1611.80;353.27;149.03;55.19;204.23;248.39;27.59
2021.00;27;45G7;908.70;3564.22;2560.95;1253.66;742.28;121.17;38.18;350.26;38.18
2021.00;27;45G8;947.20;1162.82;1713.55;277.34;150.56;123.92;248.29;0.00;0.00
2021.00;27;46G7;452.60;41.68;355.73;498.86;168.14;31.96;112.55;226.50;16.67
2021.00;27;46G8;884.80;2437.47;1058.71;146.41;90.36;75.62;135.65;0.00;0.00
2021.00;28_2;42G8;945.40;58.82;337.20;177.88;310.69;106.44;148.88;0.00;0.00
2021.00;28_2;42G9;986.90;970.21;4010.46;954.23;1001.00;324.41;135.56;0.00;0.00
2021.00;28_2;42H0;968.50;847.35;1310.33;366.89;384.36;157.24;148.50;183.44;17.47
2021.00;28_2;43G8;296.20;304.11;805.89;272.18;226.56;48.65;74.50;15.20;47.13
2021.00;28_2;43G9;973.70;1809.90;1932.75;517.50;589.98;190.76;125.92;0.00;0.00
2021.00;28_2;43H0;973.70;1496.02;1544.28;398.13;554.97;156.84;217.16;325.74;48.25
2021.00;28_2;43H1;412.70;395.88;268.63;197.94;113.10;42.41;56.55;56.55;14.13
2021.00;28_2;44G9;876.60;2082.41;2779.85;605.38;633.39;212.76;85.22;0.00;0.00
2021.00;28_2;44H0;960.50;1736.15;1726.45;300.67;339.47;193.98;126.08;407.36;96.99
2021.00;28_2;44H1;824.60;1010.75;813.53;246.52;197.22;86.28;86.28;123.26;36.97
2021.00;28_2;45G9;924.50;1131.51;2211.22;515.30;552.19;175.51;81.45;0.00;0.00
2021.00;28_2;45H0;947.20;1243.27;1263.80;335.46;197.83;62.49;63.92;206.14;13.50
2021.00;28_2;45H1;827.10;1286.50;1396.86;385.17;287.17;114.98;137.42;278.70;64.25
2021.00;29;46G9;933.80;1321.34;1526.37;202.16;242.20;182.38;161.61;0.00;15.32
2021.00;29;46H0;933.80;1072.95;2044.53;264.29;305.68;245.21;212.64;0.00;14.14
2021.00;29;46H1;921.50;2294.50;1138.22;277.45;263.65;72.76;78.12;252.12;24.49
2021.00;29;47G9;876.20;967.09;2048.67;341.24;360.35;318.05;239.18;0.00;28.13
2021.00;29;47H0;920.30;2674.56;2057.67;288.76;324.97;298.76;267.37;0.00;30.65
2021.00;29;47H1;920.30;129.87;740.65;247.41;256.75;99.18;100.06;271.97;42.79
2021.00;29;47H2;793.90;924.86;317.76;125.65;150.42;60.14;62.85;158.59;29.95
2021.00;32;47H3;536.20;204.64;294.07;101.25;90.29;36.26;27.42;122.84;13.95
2022.00;24;37G3;167.70;19.25;5.91;7.46;5.84;4.07;5.33;4.58;0.81
2022.00;24;37G4;875.10;3.468e-03;1.064e-03;1.3435e-03;1.05e-03;7.338e-04;9.6e-04;8.244e-04;1.46e-04
2022.00;24;38G2;832.90;4.51;1.39;1.75;1.37;0.96;1.25;1.07;0.19
2022.00;24;38G3;865.70;123.91;38.01;48.00;37.60;26.21;34.31;29.45;5.21
2022.00;24;38G4;1034.80;0.03;14.70;19.72;15.17;11.12;12.77;11.05;1.33
2022.00;24;39G2;406.10;0.00;0.06;0.19;0.16;0.06;0.10;0.06;0.00
2022.00;24;39G3;765.00;1.59;4.58;7.50;7.80;3.95;5.02;5.64;0.64
2022.00;24;39G4;524.80;37.18;151.19;131.67;51.59;50.68;26.08;24.45;1.34
2022.00;25;37G5;642.20;10.71;39.24;47.62;56.87;58.30;37.06;48.09;11.54
2022.00;25;38G5;1035.70;13.05;399.17;632.15;387.30;390.50;188.53;204.70;31.31
2022.00;25;38G6;940.20;0.80;152.51;245.80;220.78;224.77;116.23;131.67;20.37
2022.00;25;38G7;471.70;0.16;5.30;7.25;3.69;3.31;1.71;1.62;0.22
2022.00;25;39G4;287.30;0.32;177.02;388.40;166.45;154.76;156.34;45.10;5.53
2022.00;25;39G5;979.00;85.45;2414.58;2489.95;904.24;658.94;331.18;124.39;0.00
2022.00;25;39G6;1026.00;77.75;1230.01;1532.10;624.01;557.79;261.93;212.31;19.80
2022.00;25;39G7;1026.00;237.74;1808.00;1826.96;485.13;309.81;174.90;82.68;4.18
2022.00;25;40G4;677.20;28.25;1869.24;2046.86;821.00;524.13;290.75;95.40;5.27
2022.00;25;40G5;1012.90;149.25;1709.88;1369.15;501.98;288.70;115.28;57.26;1.67
2022.00;25;40G6;1013.00;49.13;897.14;738.84;264.26;173.17;64.35;20.62;0.80
2022.00;25;40G7;1013.00;3.66;416.23;505.89;194.32;122.48;51.26;20.22;0.00
2022.00;25;41G6;764.40;236.93;657.47;438.73;150.89;107.73;74.45;29.00;3.02
2022.00;25;41G7;1000.00;73.49;542.73;378.76;124.23;73.82;27.07;12.19;0.29
2022.00;26;37G8;86.00;3.22;34.89;26.56;11.37;4.83;2.64;1.32;0.13
2022.00;26;37G9;151.60;12.07;159.10;162.45;101.66;59.09;23.50;26.21;6.89
2022.00;26;38G8;624.60;5.80;489.75;665.01;513.18;292.29;90.05;149.10;30.16
2022.00;26;38G9;918.20;7.57;518.73;782.45;636.90;387.17;140.74;186.76;44.47
2022.00;26;39G8;1026.00;23.00;1528.39;1970.64;1489.85;882.84;337.14;383.78;94.35
2022.00;26;39G9;1026.00;1.45;573.79;987.46;899.01;599.24;248.76;275.60;100.72
2022.00;26;40G8;1013.00;193.73;2994.64;2711.68;1563.28;825.60;329.90;330.55;69.06
2022.00;26;41G8;1000.00;117.72;2178.60;1336.81;432.61;205.77;138.43;265.11;65.40
2022.00;26;41G9;1000.00;339.16;2346.35;1039.43;255.41;187.50;133.41;67.02;420.02
2022.00;26;41H0;953.30;419.56;2146.35;501.21;147.43;92.85;74.17;11.83;194.01
2022.00;27;42G6;266.00;59.69;809.36;158.00;17.55;8.77;0.00;8.77;0.00
2022.00;27;42G7;986.90;43.96;743.29;924.56;112.42;67.43;33.77;146.14;88.76
2022.00;27;43G7;913.80;5.12;270.69;178.73;13.34;24.38;28.20;13.34;28.32
2022.00;27;44G7;960.50;322.02;1803.32;383.62;117.60;260.41;30.80;16.80;47.60
2022.00;27;44G8;456.60;97.45;902.16;242.24;370.33;27.84;30.62;0.00;27.84
2022.00;27;45G7;908.70;461.25;1239.94;561.40;51.20;0.00;20.67;11.15;7.63
2022.00;27;45G8;947.20;363.74;1912.70;578.69;72.74;115.43;9.49;64.28;87.97
2022.00;27;46G8;884.80;228.58;1132.25;358.89;181.20;45.48;25.65;104.33;0.00
2022.00;28_2;42G8;945.40;98.04;1684.57;1215.08;296.86;224.32;64.59;6.35;31.23
2022.00;28_2;42G9;986.90;348.93;3090.11;2296.37;326.19;115.08;94.12;11.36;39.62
2022.00;28_2;42H0;968.50;61.53;585.72;476.17;125.50;97.54;95.73;30.37;273.96
2022.00;28_2;43G8;296.20;7.82;323.92;303.57;184.65;0.00;18.77;0.00;45.38
2022.00;28_2;43G9;973.70;219.13;3044.24;2080.76;322.26;159.74;131.48;18.22;48.45
2022.00;28_2;43H0;973.70;70.20;1118.02;760.70;171.84;258.76;86.57;44.97;174.62
2022.00;28_2;43H1;412.70;2.09;37.87;39.17;10.92;15.43;5.25;4.42;13.25
2022.00;28_2;44G9;876.60;52.78;885.41;982.43;155.88;117.15;96.99;13.85;34.04
2022.00;28_2;44H0;960.50;98.95;1792.66;1446.74;192.94;317.32;71.84;70.61;346.36
2022.00;28_2;44H1;824.60;36.12;542.75;397.85;90.83;110.41;21.02;25.20;64.99
2022.00;28_2;45G9;924.50;346.61;2475.20;1646.87;240.06;51.19;41.84;5.59;16.29
2022.00;29;46G9;933.80;482.67;3455.81;1332.25;190.79;160.59;64.60;2.30;13.91
2022.00;29;46H0;933.80;252.85;2089.83;936.62;124.19;113.71;42.16;1.01;5.17
2022.00;29;46H1;921.50;208.58;1257.60;983.72;179.86;183.91;122.60;195.49;125.49
2022.00;29;47G9;876.20;236.26;1804.51;633.79;98.55;81.79;34.37;1.12;7.46
2022.00;29;47H0;920.30;170.86;1149.86;633.26;142.44;110.29;62.11;3.68;16.84
2022.00;29;47H1;920.30;387.06;1584.49;1202.38;228.64;223.32;139.66;246.69;150.06
2022.00;29;47H2;793.90;291.08;856.03;953.12;210.43;207.67;125.28;235.40;143.53
2022.00;29;48G9;772.80;19.98;475.91;200.26;134.65;59.61;29.47;0.11;25.20
2022.00;29;48H0;730.30;17.87;425.74;179.15;120.46;53.32;26.36;0.10;22.54
2022.00;29;48H1;544.00;11.43;117.12;159.98;37.04;43.56;29.80;45.26;28.12
2022.00;29;48H2;597.00;10.30;105.51;144.12;33.37;39.24;26.85;40.77;25.33
2022.00;32;47H3;536.20;58.56;430.16;386.70;134.60;87.09;61.07;94.17;71.07
2022.00;32;48H3;615.70;28.54;294.67;252.81;100.47;77.23;61.09;76.33;71.96
