Year;Sub_Div;RECT;Area;Age1;Age2;Age3;Age4;Age5;Age6;Age7;Age8+
2006.00;27;43G7;913.80;32.60;26.15;742.19;341.42;75.46;17.56;4.33;6.52
2006.00;27;44G7;960.50;494.97;96.13;2184.76;987.58;201.59;49.00;17.24;18.98
2006.00;27;45G7;908.70;1894.10;87.90;2230.63;944.75;176.81;31.32;5.57;10.74
2006.00;27;45G8;947.20;2007.23;88.69;1729.02;738.79;127.00;23.93;8.90;7.51
2006.00;27;46G8;884.80;1283.46;76.88;1743.83;777.75;140.10;50.02;11.81;19.56
2006.00;28_2;42G8;945.40;301.47;207.57;6769.13;1553.49;380.54;192.74;222.39;454.68
2006.00;28_2;42G9;986.90;728.46;215.42;3935.57;917.49;367.16;85.42;75.84;51.92
2006.00;28_2;42H0;968.50;626.53;111.04;3175.19;880.66;359.84;82.18;32.45;3.42
2006.00;28_2;43G9;973.70;527.95;619.88;3450.62;737.10;326.57;33.25;64.63;58.69
2006.00;28_2;43H0;973.70;281.23;157.78;1201.15;335.29;140.98;17.81;23.31;16.94
2006.00;28_2;44G9;876.60;364.66;174.42;2623.39;696.83;219.17;47.79;72.69;21.23
2006.00;28_2;44H0;960.50;342.35;176.44;3328.22;547.63;159.67;44.74;36.45;70.59
2006.00;28_2;44H1;824.60;545.35;119.21;1071.68;504.77;154.72;12.68;12.68;128.09
2006.00;28_2;45G9;924.50;59.99;187.59;1245.63;233.53;63.60;14.04;35.70;57.50
2006.00;28_2;45H0;947.20;1398.83;810.15;3692.94;586.50;15.83;67.13;93.43;127.31
2006.00;28_2;45H1;827.10;592.42;1337.52;3288.85;552.72;91.61;0.00;30.53;152.68
2007.00;24;38G2;832.90;151.50;18.75;7.36;11.28;1.81;2.18;0.22;0.00
2007.00;24;38G3;865.70;478.35;59.21;23.24;35.61;5.71;6.87;0.70;0.00
2007.00;24;38G4;1034.80;552.25;170.21;92.76;163.18;41.77;27.80;3.61;0.00
2007.00;24;39G2;406.10;176.82;21.89;8.59;13.16;2.11;2.54;0.26;0.00
2007.00;24;39G3;765.00;458.95;56.81;22.30;34.16;5.48;6.59;0.67;0.00
2007.00;24;39G4;524.80;931.41;127.92;33.99;76.12;16.62;7.12;1.50;0.00
2007.00;25;37G5;642.20;48.02;22.32;10.65;41.76;11.25;2.64;1.86;0.31
2007.00;25;38G5;1035.70;52.71;37.51;20.33;89.38;25.36;6.22;4.64;0.60
2007.00;25;38G6;940.20;173.91;80.84;38.58;151.25;40.74;9.54;6.75;1.13
2007.00;25;39G4;287.30;115.00;42.66;18.16;62.02;15.34;2.78;1.94;0.27
2007.00;25;39G5;979.00;79.48;73.28;35.73;172.04;41.46;7.90;7.33;0.45
2007.00;25;39G6;1026.00;1500.12;1330.73;526.27;2477.06;571.00;118.78;71.89;1.66
2007.00;25;39G7;1026.00;237.45;323.18;128.42;647.38;118.91;24.24;15.16;0.00
2007.00;25;40G4;677.20;209.56;150.31;71.21;322.51;79.65;16.26;12.94;1.22
2007.00;25;40G5;1012.90;740.50;739.87;333.59;1621.54;371.27;74.39;54.44;4.80
2007.00;25;40G6;1013.00;233.77;128.87;50.33;210.03;49.01;9.18;5.67;0.17
2007.00;25;40G7;1013.00;242.05;176.88;66.56;322.76;68.68;11.69;9.40;0.24
2007.00;25;41G6;764.40;1727.63;655.07;212.89;828.79;171.29;31.89;7.63;0.65
2007.00;25;41G7;1000.00;1844.41;370.59;100.47;376.80;79.67;15.07;3.84;0.26
2007.00;26;38G9;918.20;1154.99;1057.75;76.20;552.90;86.43;15.38;0.00;6.76
2007.00;26;39G8;1026.00;86.20;657.76;372.08;639.51;51.93;2.30;6.01;8.30
2007.00;26;39G9;1026.00;398.90;538.94;71.22;492.07;42.53;6.24;0.00;5.21
2007.00;26;39H0;881.60;2582.77;887.58;69.45;187.87;19.73;0.00;0.00;0.00
2007.00;26;40G8;1013.00;79.51;896.16;353.13;1622.03;151.42;24.01;10.59;16.85
2007.00;26;40G9;1013.00;210.20;1237.56;331.66;1099.06;163.97;9.21;12.22;50.03
2007.00;26;40H0;1012.10;4820.35;1018.06;201.20;1263.88;625.58;149.81;88.65;8.63
2007.00;26;41G8;1000.00;393.02;544.52;129.56;812.44;202.33;20.95;13.85;41.71
2007.00;26;41G9;1000.00;4167.69;713.59;141.89;913.40;160.21;10.87;0.00;6.98
2007.00;26;41H0;953.30;151.56;2760.32;257.45;2587.74;333.51;49.52;37.80;127.68
2007.00;27;42G7;986.90;1184.25;299.71;99.12;207.03;56.15;37.39;2.68;0.40
2007.00;27;43G7;913.80;615.09;289.01;180.85;425.44;108.88;78.03;13.00;3.37
2007.00;27;44G7;960.50;347.88;305.83;195.67;431.18;109.63;77.46;8.26;2.22
2007.00;27;45G7;908.70;537.58;229.36;91.23;199.63;50.42;38.63;2.20;0.63
2007.00;27;45G8;947.20;265.50;99.63;38.12;87.86;21.08;16.59;0.71;0.12
2007.00;27;46G8;884.80;371.35;262.11;110.35;257.62;67.54;46.71;2.55;0.88
2007.00;28_2;42G8;945.40;14.59;662.19;30.63;1098.78;855.20;134.67;30.63;105.02
2007.00;28_2;42G9;986.90;118.51;788.57;107.72;1199.02;243.80;51.13;21.71;34.49
2007.00;28_2;42H0;968.50;5485.92;1351.50;218.69;867.28;157.58;83.41;5.94;9.64
2007.00;28_2;43G9;973.70;559.66;792.06;129.91;940.54;132.47;19.22;5.17;27.68
2007.00;28_2;43H0;973.70;608.99;884.77;184.23;988.33;239.35;14.74;0.00;17.06
2007.00;28_2;43H1;412.70;1691.00;25.62;0.00;0.00;0.00;0.00;0.00;0.00
2007.00;28_2;44G9;876.60;3038.05;2273.93;263.91;2906.09;736.50;79.79;0.00;0.00
2007.00;28_2;44H0;960.50;1396.19;1047.68;118.28;1567.95;126.11;22.20;14.53;36.03
2007.00;28_2;44H1;824.60;6049.91;532.75;68.09;723.50;85.25;68.09;0.00;0.00
2007.00;28_2;45G9;924.50;1651.08;1167.05;245.60;1945.09;315.52;26.89;0.00;53.78
2007.00;28_2;45H0;947.20;1901.79;1995.81;743.97;1671.79;246.75;0.00;16.19;66.35
2007.00;28_2;45H1;827.10;1355.81;333.92;0.00;1955.93;317.16;0.00;20.12;20.12
2008.00;24;38G2;832.90;14.06;55.99;16.32;8.21;13.23;4.45;0.51;0.05
2008.00;24;38G3;865.70;129.94;713.84;186.37;90.53;174.73;56.38;3.27;1.98
2008.00;24;38G4;1034.80;43.50;551.05;164.26;81.09;130.39;48.10;4.05;1.55
2008.00;24;39G2;406.10;9.85;39.25;11.44;5.75;9.27;3.12;0.36;0.04
2008.00;24;39G3;765.00;47.15;274.14;71.24;35.46;60.97;20.53;0.96;0.52
2008.00;24;39G4;524.80;53.76;314.90;83.20;45.60;66.68;28.76;1.84;0.78
2008.00;25;38G5;1035.70;14.43;909.34;555.71;393.73;845.98;51.40;55.60;49.55
2008.00;25;38G6;940.20;22.86;577.97;289.08;191.14;431.91;26.56;18.97;19.61
2008.00;25;39G4;287.30;1.85;192.04;84.57;44.95;106.85;4.25;2.18;2.35
2008.00;25;39G5;979.00;6.01;968.12;446.04;247.89;567.00;19.89;14.17;18.21
2008.00;25;39G6;1026.00;16.54;1030.07;515.92;291.37;681.36;29.57;22.93;13.50
2008.00;25;39G7;1026.00;15.30;1213.37;476.32;248.36;611.77;20.97;6.09;7.50
2008.00;25;40G4;677.20;12.22;503.51;193.34;108.15;255.89;9.69;3.95;6.17
2008.00;25;40G5;1012.90;3.17;302.22;129.62;76.96;185.71;7.82;5.23;4.38
2008.00;25;40G6;1013.00;22.53;952.80;396.42;219.43;537.07;22.69;9.47;11.07
2008.00;25;40G7;1013.00;68.28;565.01;185.70;96.85;229.15;7.21;1.27;2.17
2008.00;25;41G6;764.40;42.27;995.31;360.98;200.72;478.57;21.38;6.48;9.88
2008.00;25;41G7;1000.00;339.74;1753.88;389.30;235.58;382.74;8.05;0.93;2.28
2008.00;26;38G9;918.20;468.17;1206.92;1271.45;71.15;539.44;193.77;33.46;9.62
2008.00;26;39G8;1026.00;5.04;575.24;260.54;252.77;204.31;131.02;1.74;5.56
2008.00;26;39G9;1026.00;157.79;1100.51;1217.93;49.71;975.74;376.61;12.55;0.00
2008.00;26;39H0;881.60;867.75;2390.57;2550.14;132.29;860.57;288.61;1.88;1.88
2008.00;26;40G8;1013.00;70.91;502.02;219.13;154.94;148.90;71.43;1.18;1.83
2008.00;26;40G9;1013.00;420.41;825.96;825.43;75.73;729.45;152.97;14.66;21.94
2008.00;26;40H0;1012.10;1156.00;278.00;342.00;157.00;305.00;241.00;120.00;93.00
2008.00;26;41G8;1000.00;66.30;708.96;456.20;57.46;311.77;91.06;5.10;17.46
2008.00;26;41G9;1000.00;933.25;1704.76;633.99;138.56;916.00;117.08;18.93;53.15
2008.00;26;41H0;953.30;1057.36;993.74;276.95;60.27;256.74;39.10;9.80;41.21
2008.00;27;42G7;986.90;89.69;822.99;181.36;272.48;216.44;78.79;33.80;2.33
2008.00;27;43G7;913.80;11.22;154.72;45.50;81.67;70.17;27.27;14.91;2.44
2008.00;27;44G7;960.50;52.36;771.12;191.60;337.20;255.69;112.13;49.60;4.45
2008.00;27;45G7;908.70;454.72;1333.75;261.86;265.89;247.04;60.85;15.69;0.47
2008.00;27;45G8;947.20;110.35;780.74;185.51;277.34;222.13;78.17;35.79;3.78
2008.00;27;46G8;884.80;428.16;855.27;176.70;216.99;173.29;59.16;20.27;3.22
2008.00;28_2;42G8;945.40;38.29;629.66;209.80;43.39;446.40;124.04;60.24;25.52
2008.00;28_2;42G9;986.90;92.78;1105.84;619.35;73.48;486.78;93.02;8.25;56.20
2008.00;28_2;42H0;968.50;249.24;1140.47;361.66;199.19;568.89;144.26;64.85;33.73
2008.00;28_2;43G9;973.70;85.39;1807.77;849.60;49.38;1062.46;188.71;0.00;14.26
2008.00;28_2;43H0;973.70;107.53;1358.03;607.23;146.04;646.76;145.46;4.31;41.26
2008.00;28_2;43H1;412.70;262.64;188.09;93.38;12.47;140.87;75.34;15.12;3.98
2008.00;28_2;44G9;876.60;0.00;1649.58;570.48;38.43;992.02;296.47;36.55;90.08
2008.00;28_2;44H0;960.50;19.38;925.09;181.54;235.24;371.87;190.49;17.48;429.74
2008.00;28_2;44H1;824.60;414.22;357.81;180.73;15.39;266.43;126.53;26.57;13.70
2008.00;28_2;45G9;924.50;459.56;2186.64;458.21;166.74;755.09;40.67;20.33;0.00
2008.00;28_2;45H0;947.20;324.65;2356.37;855.35;222.23;1214.03;83.86;10.22;68.11
2008.00;28_2;45H1;827.10;135.93;809.09;814.27;84.15;1480.96;286.09;56.96;216.19
2008.00;29;46G9;933.80;156.16;1686.95;515.72;606.29;283.74;319.09;17.21;7.82
2008.00;29;46H0;933.80;342.66;1773.91;528.29;639.22;251.09;294.69;10.11;8.68
2009.00;24;38G2;832.90;132.00;54.91;198.39;69.01;38.79;45.92;0.80;0.80
2009.00;24;38G3;865.70;374.22;129.06;510.15;172.74;89.85;107.96;1.58;1.58
2009.00;24;38G4;1034.80;400.23;126.38;427.17;158.26;70.52;88.16;1.61;1.62
2009.00;24;39G2;406.10;74.35;30.93;111.74;38.87;21.85;25.87;0.45;0.46
2009.00;24;39G3;765.00;289.11;99.71;394.14;133.46;69.42;83.41;1.22;1.22
2009.00;24;39G4;524.80;152.60;75.73;231.07;83.37;26.27;48.07;0.91;0.90
2009.00;25;37G5;642.20;31.62;62.93;184.12;52.87;18.40;80.71;33.07;7.43
2009.00;25;38G5;1035.70;234.38;1013.24;2135.52;577.34;158.30;840.90;354.40;52.93
2009.00;25;38G6;940.20;94.51;188.12;550.38;158.04;54.99;241.24;98.85;22.19
2009.00;25;39G4;287.30;192.00;252.40;515.51;147.84;50.57;211.02;86.64;21.34
2009.00;25;39G5;979.00;110.96;528.73;852.03;192.63;36.58;275.37;126.83;11.80
2009.00;25;39G6;1026.00;141.01;534.63;908.78;228.47;55.87;316.20;140.26;16.61
2009.00;25;39G7;1026.00;159.91;894.81;1726.50;348.90;63.66;571.78;259.43;10.44
2009.00;25;40G4;677.20;1134.95;593.40;769.76;177.57;44.03;246.47;107.83;14.42
2009.00;25;40G5;1012.90;77.13;524.19;646.09;136.21;18.74;172.60;86.66;5.32
2009.00;25;40G6;1013.00;1108.18;1639.52;1946.11;458.97;79.74;563.33;262.04;18.17
2009.00;25;40G7;1013.00;141.72;254.14;376.06;74.50;10.64;110.79;52.60;1.01
2009.00;25;41G6;764.40;3920.55;1205.33;930.56;192.79;16.72;175.23;91.95;3.18
2009.00;25;41G7;1000.00;512.43;1357.93;1050.00;246.38;10.80;188.33;107.00;2.76
2009.00;26;39G8;1026.00;254.33;329.50;338.28;72.57;54.24;73.59;40.45;0.00
2009.00;26;40G8;1013.00;301.59;610.60;686.24;130.04;96.88;142.21;67.66;0.00
2009.00;26;41G8;1000.00;1438.99;1211.25;1984.24;534.57;394.40;542.76;229.94;0.00
2009.00;27;42G7;986.90;2422.39;1025.66;970.33;311.56;179.07;182.53;13.98;19.55
2009.00;27;43G7;913.80;1815.89;520.30;567.42;182.80;119.84;115.76;12.17;13.84
2009.00;27;44G7;960.50;2786.79;1179.95;1116.30;358.42;206.01;209.99;16.08;22.49
2009.00;27;46G8;884.80;2917.37;1235.24;1168.61;375.22;215.66;219.83;16.83;23.55
2009.00;28_2;42G8;945.40;55.71;853.33;915.30;354.41;284.86;612.84;217.03;59.83
2009.00;28_2;42G9;986.90;441.96;731.69;759.17;281.74;228.64;515.14;167.09;58.11
2009.00;28_2;43G8;296.20;3.53;75.24;86.62;38.95;32.94;60.86;21.63;6.14
2009.00;28_2;43G9;973.70;300.83;628.11;737.04;334.33;289.33;520.72;181.09;56.65
2009.00;28_2;44G9;876.60;105.53;480.38;590.47;253.12;236.93;431.05;156.64;41.34
2009.00;28_2;44H0;960.50;3054.49;858.34;867.07;310.41;237.75;548.24;156.59;77.70
2009.00;28_2;44H1;824.60;4433.73;510.30;645.96;273.25;269.07;464.41;167.03;46.85
2009.00;28_2;45G9;924.50;1717.39;1249.40;1318.86;520.60;399.29;900.88;268.53;119.11
2009.00;28_2;45H0;947.20;2500.51;797.44;869.86;352.99;304.45;589.80;188.96;71.35
2009.00;28_2;45H1;827.10;4447.63;511.90;647.98;274.10;269.91;465.87;167.55;46.99
2010.00;24;38G2;832.90;1.41;13.59;17.96;38.05;2.61;5.19;9.35;3.60
2010.00;24;38G3;865.70;14.09;135.61;179.29;379.71;26.07;51.78;93.34;35.93
2010.00;24;38G4;1034.80;9.25;88.99;117.65;249.18;17.10;33.98;61.25;23.57
2010.00;24;39G3;765.00;6.31;60.71;80.26;169.98;11.67;23.18;41.79;16.08
2010.00;24;39G4;524.80;2.62;25.23;33.35;70.64;4.85;9.63;17.36;6.68
2010.00;25;37G5;642.20;7.38;67.79;28.30;48.99;18.75;6.66;15.91;6.49
2010.00;25;38G5;1035.70;89.01;754.34;326.84;606.84;254.00;89.10;218.23;80.24
2010.00;25;38G6;940.20;17.10;176.06;72.48;103.73;39.34;13.97;27.72;9.62
2010.00;25;39G4;287.30;4.56;42.00;23.20;49.73;18.47;6.46;20.05;7.75
2010.00;25;39G5;979.00;257.31;2561.24;867.11;1071.36;347.43;107.62;247.87;83.34
2010.00;25;39G6;1026.00;111.42;1683.01;682.12;860.67;303.20;95.73;194.15;60.62
2010.00;25;39G7;1026.00;72.35;970.32;342.56;367.05;124.56;34.89;75.19;19.27
2010.00;25;40G4;677.20;7.27;67.04;37.03;79.37;29.47;10.31;31.99;12.03
2010.00;25;40G5;1012.90;122.18;1301.83;417.87;455.72;159.67;46.68;107.11;26.52
2010.00;25;40G6;1013.00;100.28;1274.72;377.10;360.32;106.44;26.05;62.52;14.32
2010.00;25;40G7;1013.00;203.43;2096.62;548.81;491.77;140.23;33.79;70.25;17.85
2010.00;25;41G6;764.40;285.70;1884.64;354.65;299.10;77.53;17.03;38.69;8.90
2010.00;25;41G7;1000.00;70.03;838.66;239.30;219.97;63.83;13.28;33.62;6.89
2010.00;26;38G8;624.60;84.47;1454.97;633.24;797.82;222.14;45.26;340.52;23.40
2010.00;26;38G9;918.20;1.91;674.89;339.09;446.43;124.62;24.17;179.28;13.62
2010.00;26;39G8;1026.00;96.49;3430.24;1302.35;1763.18;527.81;119.03;772.62;40.76
2010.00;26;39G9;1026.00;82.21;1053.60;410.07;507.83;140.35;30.01;224.55;14.03
2010.00;26;39H0;881.60;59.90;1031.71;449.03;565.73;157.52;32.09;241.46;17.20
2010.00;26;40G8;1013.00;193.00;3704.69;865.76;1026.19;258.76;54.66;475.62;16.46
2010.00;26;40G9;1013.00;1386.46;1890.40;368.84;222.28;182.55;28.15;55.26;0.69
2010.00;26;40H0;1012.10;4584.81;724.59;169.06;40.71;9.76;4.66;7.33;6.50
2010.00;26;41G8;1000.00;40.66;2721.71;491.73;500.09;105.25;20.05;254.55;8.22
2010.00;26;41G9;1000.00;172.30;3668.42;778.80;780.37;185.69;88.55;298.40;17.23
2010.00;26;41H0;953.30;190.14;2311.88;68.25;115.44;43.56;0.00;19.60;6.53
2010.00;28_2;42G8;945.40;12.18;277.84;154.43;167.47;72.29;54.33;90.73;28.66
2010.00;28_2;42G9;986.90;54.69;1995.67;498.11;256.68;136.50;38.30;88.92;55.10
2010.00;28_2;42H0;968.50;138.50;2488.14;302.12;244.28;95.83;76.37;43.76;83.58
2010.00;28_2;43G8;296.20;4.38;304.27;121.46;121.84;53.39;36.54;64.64;23.07
2010.00;28_2;43G9;973.70;80.71;3563.15;598.54;291.11;156.04;53.83;104.35;65.81
2010.00;28_2;43H0;973.70;68.44;935.27;229.06;155.76;53.86;47.64;41.31;46.14
2010.00;28_2;44G9;876.60;23.22;2223.73;491.31;268.83;138.20;52.60;104.47;55.93
2010.00;28_2;44H0;960.50;94.60;1289.54;187.01;175.25;90.65;25.68;133.65;43.08
2010.00;28_2;44H1;824.60;50.36;434.05;62.43;67.78;64.00;12.80;81.00;17.63
2010.00;28_2;45G9;924.50;55.01;2358.78;349.19;141.42;79.11;20.41;43.09;42.11
2010.00;28_2;45H0;947.20;83.81;1657.52;398.93;119.70;57.73;0.00;127.58;65.11
2011.00;24;38G2;832.90;111.96;18.03;112.15;48.59;19.91;8.00;7.19;4.66
2011.00;24;38G3;865.70;504.35;69.37;393.50;145.89;47.80;21.81;19.03;9.63
2011.00;24;38G4;1034.80;107.35;194.87;1142.64;502.91;183.46;81.09;87.16;31.88
2011.00;24;39G2;406.10;29.82;10.05;61.92;28.65;12.46;4.88;4.27;2.97
2011.00;24;39G3;765.00;133.62;101.78;561.69;217.69;77.44;31.56;30.38;15.82
2011.00;24;39G4;524.80;21.46;31.89;181.58;69.22;22.21;9.92;10.45;4.03
2011.00;25;37G5;642.20;26.10;123.97;1219.37;184.03;86.17;7.45;29.57;27.09
2011.00;25;38G5;1035.70;63.42;255.07;2471.19;427.17;220.77;24.09;62.39;55.88
2011.00;25;38G6;940.20;92.98;245.38;2809.01;437.22;208.88;20.65;75.00;68.11
2011.00;25;39G4;287.30;28.92;12.70;129.40;28.13;15.57;3.20;4.17;3.23
2011.00;25;39G5;979.00;164.45;210.11;2390.82;665.28;390.03;104.90;102.86;72.86
2011.00;25;39G6;1026.00;42.92;120.34;1249.07;175.99;80.52;6.64;28.44;26.32
2011.00;25;39G7;1026.00;65.90;72.08;680.63;119.03;64.40;8.40;17.98;15.53
2011.00;25;40G4;677.20;33.43;44.27;461.66;126.23;69.56;16.55;21.54;16.68
2011.00;25;40G5;1012.90;62.29;161.51;1693.37;376.02;210.27;47.69;54.65;41.13
2011.00;25;40G6;1013.00;63.57;604.51;6624.64;1206.18;602.03;103.99;208.35;176.56
2011.00;25;40G7;1013.00;86.70;198.75;2095.58;368.24;197.32;23.10;57.46;50.53
2011.00;25;41G6;764.40;11.85;121.19;1392.06;236.46;117.07;19.18;39.97;34.05
2011.00;25;41G7;1000.00;77.87;111.10;1069.39;150.60;72.32;7.22;21.03;18.90
2011.00;26;39G8;1026.00;5.40;3.78;357.99;84.90;50.03;21.88;8.03;0.34
2011.00;26;40G8;1013.00;3.17;3.11;320.76;76.29;44.15;20.18;6.19;0.00
2011.00;26;40G9;1013.00;572.41;55.58;932.73;1353.23;1195.62;913.38;259.56;218.10
2011.00;26;40H0;1012.10;3172.58;162.97;729.61;479.75;205.32;141.08;41.93;55.06
2011.00;26;41G8;1000.00;163.58;59.38;3381.06;781.74;453.04;197.98;65.53;2.31
2011.00;26;41G9;1000.00;199.29;403.57;2340.12;215.68;278.15;111.13;48.98;166.96
2011.00;26;41H0;953.30;145.55;119.24;1048.10;189.99;141.51;50.64;21.09;74.30
2011.00;28_2;42G8;945.40;25.22;20.64;906.37;322.76;167.97;108.93;6.88;49.30
2011.00;28_2;42G9;986.90;79.25;35.74;1672.89;608.52;317.40;201.75;22.25;96.65
2011.00;28_2;42H0;968.50;276.70;507.87;3320.28;932.42;637.09;0.00;162.91;310.14
2011.00;28_2;43G9;973.70;446.48;68.29;1847.06;537.00;259.04;174.05;14.61;104.82
2011.00;28_2;43H0;973.70;1040.84;496.55;2710.11;518.25;368.57;117.08;186.88;187.47
2011.00;28_2;43H1;412.70;355.60;167.49;789.48;176.22;91.71;31.82;59.92;48.54
2011.00;28_2;44G9;876.60;237.35;58.76;1178.11;336.60;162.04;106.72;7.83;59.91
2011.00;28_2;44H0;960.50;898.08;217.93;2347.08;392.92;250.33;81.55;107.64;257.87
2011.00;28_2;44H1;824.60;686.62;101.12;550.45;133.47;186.41;18.40;10.21;48.69
2011.00;28_2;45G9;924.50;222.59;65.36;1114.03;317.01;158.26;100.77;7.18;61.49
2011.00;28_2;45H0;947.20;816.06;200.06;2547.14;427.05;136.44;171.91;107.61;341.16
2011.00;28_2;45H1;827.10;4010.30;507.67;2973.93;720.95;1045.38;45.06;0.00;204.27
2012.00;24;38G2;832.90;14.31;39.23;113.99;179.26;49.57;0.00;0.07;0.14
2012.00;24;38G3;865.70;281.86;142.73;376.98;618.34;187.90;0.00;0.73;1.45
2012.00;24;38G4;1034.80;35.19;41.46;92.35;144.65;34.94;0.00;0.00;0.00
2012.00;24;39G2;406.10;119.08;28.21;67.25;100.44;29.25;0.00;0.06;0.12
2012.00;24;39G3;765.00;277.92;65.84;156.95;234.43;68.26;0.00;0.14;0.29
2012.00;24;39G4;524.80;8.97;9.28;19.43;35.00;13.12;0.00;0.52;1.03
2012.00;25;37G5;642.20;4.00;6.68;4.98;22.14;3.64;4.01;0.91;0.45
2012.00;25;38G5;1035.70;314.51;703.35;465.74;1928.48;289.49;325.77;74.39;30.66
2012.00;25;38G6;940.20;80.19;519.28;247.90;810.09;91.11;101.67;21.78;5.68
2012.00;25;39G4;287.30;98.19;63.62;49.20;223.64;41.52;42.74;11.26;4.61
2012.00;25;39G5;979.00;240.75;1583.58;1048.80;4144.30;619.44;680.45;159.58;65.86
2012.00;25;39G6;1026.00;60.30;741.63;406.94;1398.28;176.80;188.97;38.92;15.11
2012.00;25;39G7;1026.00;215.39;988.67;352.04;915.64;80.30;67.37;10.98;3.62
2012.00;25;40G4;677.20;216.94;140.57;108.71;494.12;91.74;94.44;24.87;10.17
2012.00;25;40G5;1012.90;84.65;482.50;339.55;1397.47;214.72;244.52;56.81;26.95
2012.00;25;40G6;1013.00;93.97;608.77;353.05;1195.29;135.24;155.38;34.21;8.57
2012.00;25;40G7;1013.00;216.51;752.05;306.51;906.17;85.06;91.34;15.88;5.82
2012.00;25;41G6;764.40;193.15;483.88;173.74;509.53;45.22;49.60;8.76;2.54
2012.00;25;41G7;1000.00;55.24;211.62;103.56;300.29;26.10;28.20;4.77;1.13
2012.00;26;39G8;1026.00;571.78;350.92;269.62;983.55;264.59;57.71;1.90;92.29
2012.00;26;40G8;1013.00;155.18;702.89;427.12;1404.16;297.47;47.72;1.04;108.53
2012.00;26;40G9;1013.00;744.96;365.00;283.38;563.15;439.83;183.31;103.08;71.06
2012.00;26;40H0;1012.10;867.57;102.70;35.92;72.76;68.69;34.49;19.15;14.50
2012.00;26;41G8;1000.00;837.01;1613.20;509.01;1675.60;338.92;41.99;0.39;121.16
2012.00;26;41G9;1000.00;385.10;634.82;277.08;866.43;98.82;148.81;43.24;58.48
2012.00;26;41H0;953.30;780.59;942.37;61.10;630.04;92.87;250.26;108.02;126.11
2012.00;28_2;42G8;945.40;198.62;582.54;492.13;1209.98;327.18;209.31;57.40;90.21
2012.00;28_2;42G9;986.90;140.30;411.48;347.62;854.68;231.11;147.85;40.55;63.72
2012.00;28_2;42H0;968.50;430.19;971.56;165.22;1067.15;204.70;113.26;15.59;243.15
2012.00;28_2;43G8;296.20;167.32;122.87;96.93;232.76;63.73;41.72;11.21;17.85
2012.00;28_2;43G9;973.70;753.51;780.97;592.35;1397.78;386.94;262.02;69.33;118.04
2012.00;28_2;43H0;973.70;229.53;166.21;39.82;211.37;82.01;44.41;18.80;21.31
2012.00;28_2;43H1;412.70;430.14;586.55;273.72;1329.51;664.76;312.83;156.41;117.31
2012.00;28_2;44G9;876.60;144.37;414.25;249.68;526.07;149.71;116.66;26.07;53.82
2012.00;28_2;44H0;960.50;1163.99;395.14;164.41;372.91;77.56;93.49;7.18;63.13
2012.00;28_2;44H1;824.60;827.84;281.03;116.93;265.22;55.16;66.49;5.10;44.90
2012.00;28_2;45G9;924.50;2017.62;752.34;300.16;557.42;152.89;113.08;16.89;51.16
2012.00;28_2;45H0;947.20;3024.32;479.97;97.85;404.78;39.99;35.12;4.83;70.28
2012.00;28_2;45H1;827.10;3345.91;531.01;108.26;447.82;44.24;38.86;5.34;77.75
2013.00;24;38G2;832.90;12.73;0.51;1.92;1.92;4.74;2.28;0.95;0.40
2013.00;24;38G3;865.70;657.39;438.92;430.04;179.94;253.75;54.92;0.00;15.77
2013.00;24;38G4;1034.80;18.54;120.22;173.11;85.77;107.54;24.97;0.55;7.21
2013.00;24;39G2;406.10;25.56;2.52;4.95;4.48;10.79;5.26;2.12;0.90
2013.00;24;39G3;765.00;4.63;5.45;9.46;4.78;6.52;1.41;0.00;0.31
2013.00;24;39G4;524.80;68.75;139.40;180.44;78.93;91.94;19.56;0.43;5.12
2013.00;25;37G5;642.20;8.98;72.76;108.63;65.32;152.53;28.09;15.67;0.11
2013.00;25;38G5;1035.70;16.82;182.60;262.55;161.72;359.16;68.18;39.09;0.75
2013.00;25;38G6;940.20;75.86;403.80;319.93;199.90;331.40;61.45;35.36;0.93
2013.00;25;39G4;287.30;26.69;47.27;58.22;36.46;76.23;15.06;8.29;0.07
2013.00;25;39G5;979.00;325.58;908.74;813.83;517.69;930.78;181.38;97.40;0.00
2013.00;25;39G6;1026.00;109.47;690.27;533.57;340.63;535.85;99.85;55.73;0.77
2013.00;25;39G7;1026.00;117.09;724.18;501.36;317.54;455.61;81.94;43.34;0.00
2013.00;25;40G4;677.20;33.25;246.70;332.48;219.78;435.60;91.42;50.07;0.00
2013.00;25;40G5;1012.90;18.63;499.43;470.86;289.34;517.38;110.66;60.12;0.44
2013.00;25;40G6;1013.00;17.91;320.98;303.67;193.91;332.13;63.45;34.06;0.19
2013.00;25;40G7;1013.00;130.25;595.66;363.55;208.36;329.16;55.61;31.74;0.00
2013.00;25;41G6;764.40;2091.65;1929.21;1056.76;591.58;953.01;176.34;92.25;1.54
2013.00;25;41G7;1000.00;807.19;739.26;337.24;164.82;288.07;59.36;31.00;0.00
2013.00;26;38G8;624.60;10.41;158.05;101.94;36.70;53.62;3.58;0.00;0.00
2013.00;26;39G8;1026.00;136.72;953.90;749.87;355.41;573.64;62.76;0.00;0.00
2013.00;26;40G8;1013.00;50.09;1091.86;981.39;443.49;679.37;66.53;0.00;0.00
2013.00;26;40G9;1013.00;335.50;364.10;310.70;135.90;167.60;116.80;49.80;28.00
