"ANNUS";"Sub_Div";"RECT";"Area";"0";"1";"2";"3";"4";"5";"6";"7";"8"
2001,00;"25";"39G4";287,30;10,90;24,88;68,93;40,28;27,79;12,66;3,62;0,54;1,27
2001,00;"25";"39G5";979,00;33,61;86,69;155,43;92,40;127,06;18,30;5,05;9,03;0,00
2001,00;"25";"39G6";1026,00;34,57;37,82;123,62;54,14;97,72;24,10;23,98;22,59;6,46
2001,00;"25";"39G7";1026,00;32,74;54,47;190,50;84,15;142,11;42,27;44,45;46,33;17,99
2001,00;"25";"40G4";677,20;26,02;15,70;35,67;22,90;23,66;7,38;4,96;1,90;2,07
2001,00;"25";"40G5";1012,90;39,95;54,08;84,48;51,91;54,27;21,16;24,79;8,60;0,00
2001,00;"25";"40G6";1013,00;5,47;34,67;118,59;67,98;159,74;55,45;24,82;37,45;1,88
2001,00;"25";"40G7";1013,00;0,00;53,00;154,46;75,81;103,61;18,42;20,28;10,29;2,49
2001,00;"25";"41G6";764,40;1,96;27,30;29,12;7,24;16,74;6,85;1,65;0,67;0,00
2001,00;"25";"41G7";1000,00;1,27;18,70;91,79;71,88;149,83;71,99;42,84;34,46;7,21
2001,00;"26";"37G8";86,00;81,21;4,77;5,56;3,03;6,16;1,35;1,39;2,68;1,84
2001,00;"26";"37G9";151,60;111,91;13,24;16,49;8,66;17,64;3,47;3,38;6,94;4,28
2001,00;"26";"38G8";624,60;345,23;37,05;49,25;27,76;54,75;13,06;12,16;23,93;17,82
2001,00;"26";"38G9";918,20;68,73;71,98;106,96;54,60;102,24;35,28;41,09;54,15;34,90
2001,00;"26";"39G8";1026,00;15,56;39,79;94,80;49,22;104,67;32,60;27,77;47,52;28,18
2001,00;"26";"39G9";1026,00;3,53;10,10;36,55;22,28;43,61;22,66;17,02;12,26;4,99
2001,00;"26";"39H0";881,60;184,76;118,67;80,50;41,77;74,58;50,90;45,05;40,55;25,53
2001,00;"26";"40G8";1013,00;8,93;33,86;61,73;42,02;106,77;39,50;46,05;40,92;17,69
2001,00;"26";"40G9";1013,00;4,02;30,99;92,15;76,59;134,54;42,41;36,83;22,62;13,05
2001,00;"26";"40H0";1012,10;5,58;26,37;26,48;23,62;29,71;14,54;16,96;7,74;8,80
2001,00;"26";"41G8";1000,00;0,00;3,05;36,79;18,45;45,46;20,92;10,57;10,85;10,61
2001,00;"26";"41G9";1000,00;0,00;5,37;19,44;14,06;32,39;12,77;9,84;7,46;8,67
2001,00;"26";"41H0";953,30;2,38;14,15;48,48;28,28;34,59;11,55;6,12;12,70;11,25
2001,00;"27";"42G6";266,00;0,91;9,29;5,30;0,73;3,45;1,72;1,26;0,49;0,00
2001,00;"27";"42G7";986,90;0,43;28,74;23,31;4,12;30,11;7,74;3,61;1,72;0,00
2001,00;"27";"43G7";913,80;6,50;194,75;238,75;61,77;101,65;21,83;25,61;6,94;1,37
2001,00;"27";"44G7";960,50;3,59;108,64;137,19;41,64;32,03;8,39;18,05;3,78;1,32
2001,00;"27";"44G8";456,60;1,12;142,20;160,59;3,81;26,27;2,69;1,34;1,12;0,00
2001,00;"27";"45G7";908,70;16,80;476,67;838,38;171,75;224,95;66,79;11,39;17,99;0,82
2001,00;"27";"45G8";947,20;2,36;47,60;34,92;12,20;11,83;13,52;7,66;0,00;0,00
2001,00;"27";"46G7";452,60;30,51;387,51;602,46;198,25;245,65;61,71;6,54;10,39;1,20
2001,00;"27";"46G8";884,80;32,73;62,32;58,10;47,96;60,84;16,89;0,00;0,00;1,05
2001,00;"28_2";"42G8";945,40;3,68;20,42;91,69;41,78;113,95;74,60;65,08;14,66;1,53
2001,00;"28_2";"42G9";986,90;0,00;20,41;114,89;43,19;111,23;17,52;16,70;23,64;19,16
2001,00;"28_2";"42H0";968,50;2,00;96,36;125,91;85,13;154,14;42,60;35,17;40,54;44,31
2001,00;"28_2";"43G8";296,20;0,00;12,29;58,85;39,52;94,28;29,86;37,48;1,46;0,00
2001,00;"28_2";"43G9";973,70;0,00;5,54;21,88;11,23;23,11;8,38;4,60;2,48;2,98
2001,00;"28_2";"43H0";973,70;0,00;30,89;56,98;41,37;67,36;24,28;17,73;16,57;20,83
2001,00;"28_2";"43H1";412,70;8,00;29,22;18,36;10,85;8,35;3,34;0,83;0,83;3,34
2001,00;"28_2";"44G9";876,60;0,00;11,22;36,59;12,80;21,07;7,09;0,78;2,75;5,51
2001,00;"28_2";"44H0";960,50;0,00;18,31;33,67;8,82;20,07;5,57;11,09;4,12;1,96
2001,00;"28_2";"44H1";824,60;2,00;21,25;9,76;3,86;2,15;0,63;1,21;0,44;2,16
2001,00;"28_2";"45G9";924,50;0,00;13,88;37,28;6,08;20,29;5,58;4,52;0,71;3,60
2001,00;"28_2";"45H0";947,20;0,00;35,99;77,89;41,50;77,64;32,56;18,80;12,00;35,64
2001,00;"28_2";"45H1";827,10;0,00;94,04;117,96;26,11;17,77;5,40;5,21;4,38;1,45
2001,00;"29";"46G9";933,80;2,87;74,06;171,44;160,51;46,87;8,62;1,72;0,00;0,36
2001,00;"29";"46H0";933,80;1,89;52,41;129,70;71,47;80,08;33,66;32,66;12,99;4,37
2001,00;"29";"46H1";921,50;11,57;76,17;446,32;286,43;197,94;97,12;45,95;9,03;21,92
2001,00;"29";"46H2";258,00;39,76;13,72;17,83;1,96;0,77;0,64;0,33;0,08;0,06
2001,00;"29";"47G9";876,20;9,88;100,79;486,83;69,82;186,42;71,14;126,48;32,27;0,00
2001,00;"29";"47H0";920,30;357,42;195,73;371,31;53,61;34,61;5,67;0,00;0,00;0,00
2001,00;"29";"47H1";920,30;41,32;71,47;90,52;28,23;24,58;6,28;2,38;0,38;0,44
2001,00;"29";"47H2";793,90;73,26;15,62;12,54;6,34;3,97;1,14;0,55;0,00;0,00
2001,00;"32";"47H3";536,20;1,85;5,17;18,49;13,56;5,52;2,21;1,03;0,78;0,46
2002,00;"22";"37G0";209,90;128,50;2,43;0,05;0,02;0,00;0,00;0,00;0,00;0,00
2002,00;"22";"37G1";723,30;800,85;233,38;20,31;18,90;10,17;0,00;1,45;0,00;0,00
2002,00;"22";"38G0";735,30;484,65;9,16;0,18;0,06;0,00;0,00;0,00;0,00;0,00
2002,00;"22";"38G1";173,20;237,67;5,92;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2002,00;"22";"39F9";159,30;1,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2002,00;"22";"39G0";201,70;42,20;0,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2002,00;"22";"39G1";250,00;91,25;1,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2002,00;"22";"40F9";51,30;0,22;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2002,00;"22";"40G0";538,10;5,55;0,37;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2002,00;"22";"40G1";174,50;2,64;0,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2002,00;"22";"41G0";173,10;3,01;0,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2002,00;"23";"39G2";130,90;41,17;1,70;10,61;23,46;18,37;4,85;1,76;0,00;0,92
2002,00;"23";"40G2";164,00;38,71;160,79;121,19;74,26;25,51;5,20;2,34;1,80;0,46
2002,00;"23";"41G2";72,30;9,37;9,41;1,11;0,58;0,28;0,07;0,03;0,02;0,01
2002,00;"24";"37G2";192,40;11,97;3,19;2,79;2,66;0,85;0,20;0,05;0,00;0,01
2002,00;"24";"38G2";832,90;264,52;14,40;24,42;55,17;34,75;7,63;2,60;0,16;1,79
2002,00;"24";"38G3";865,70;233,19;59,22;100,01;266,22;185,15;28,83;10,75;0,59;7,88
2002,00;"24";"38G4";1034,80;573,80;22,13;18,16;21,26;6,48;1,05;0,31;0,43;0,15
2002,00;"24";"39G2";406,10;60,80;2,50;15,67;34,65;27,13;7,16;2,60;0,00;1,36
2002,00;"24";"39G3";765,00;237,50;36,35;21,94;37,97;15,26;5,51;1,13;0,72;0,23
2002,00;"24";"39G4";524,80;64,32;37,20;22,20;20,97;8,02;1,96;0,56;0,00;0,18
2002,00;"25";"37G5";642,20;29,53;9,69;2,93;6,94;1,14;1,87;0,48;0,26;0,16
2002,00;"25";"38G5";1035,70;67,30;36,89;20,68;36,08;12,57;12,57;4,05;2,84;2,03
2002,00;"25";"38G6";940,20;195,38;83,07;29,52;65,87;15,29;20,76;5,55;2,76;2,79
2002,00;"25";"38G7";471,70;7,86;12,75;7,50;13,49;2,53;3,63;1,04;0,65;0,54
2002,00;"25";"39G4";287,30;14,86;16,50;17,11;27,15;16,08;8,20;5,12;0,00;0,51
2002,00;"25";"39G5";979,00;23,52;27,10;16,53;31,81;8,69;10,00;2,69;2,40;1,25
2002,00;"25";"39G6";1026,00;44,63;46,24;16,79;36,05;5,10;9,73;2,64;1,46;1,35
2002,00;"25";"39G7";1026,00;150,97;145,30;68,96;134,46;23,24;36,05;9,95;6,45;4,61
2002,00;"25";"40G4";677,20;10,99;4,97;13,81;10,99;6,83;4,01;1,58;0,33;0,00
2002,00;"25";"40G5";1012,90;13,54;23,64;24,66;62,18;62,53;44,62;15,20;8,79;1,70
2002,00;"25";"40G6";1013,00;4,66;16,40;39,93;157,21;107,13;55,39;16,49;3,34;0,58
2002,00;"25";"40G7";1013,00;0,00;6,22;13,07;103,67;55,50;20,88;2,39;0,00;0,00
2002,00;"25";"41G6";764,40;0,00;1,77;14,52;57,52;47,36;25,04;7,32;0,00;0,00
2002,00;"25";"41G7";1000,00;0,09;6,07;14,67;45,22;48,36;31,99;3,67;2,93;0,00
2002,00;"26";"37G8";86,00;89,84;71,12;9,02;14,86;2,97;7,29;1,53;0,46;0,92
2002,00;"26";"37G9";151,60;82,13;65,01;8,24;13,58;2,71;6,67;1,40;0,42;0,84
2002,00;"26";"38G8";624,60;11,76;59,94;27,85;38,96;10,44;15,29;4,97;3,12;4,66
2002,00;"26";"38G9";918,20;60,48;57,03;18,56;24,19;6,47;11,40;3,79;2,58;2,87
2002,00;"26";"39G8";1026,00;30,36;98,15;83,39;181,41;59,15;111,98;31,87;31,99;22,40
2002,00;"26";"39G9";1026,00;2,10;19,20;14,70;54,02;23,31;25,24;15,65;25,21;14,67
2002,00;"26";"39H0";881,60;26,95;22,27;7,12;8,35;1,47;4,42;2,85;1,53;3,75
2002,00;"26";"40G8";1013,00;0,89;8,12;28,44;125,99;61,89;96,37;38,98;17,36;18,16
2002,00;"26";"40G9";1013,00;0,32;24,33;14,98;41,56;16,39;22,53;10,10;9,05;8,94
2002,00;"26";"40H0";1012,10;145,11;41,38;9,63;30,34;23,14;38,41;36,99;45,53;27,17
2002,00;"26";"41G8";1000,00;1,32;9,42;23,09;99,81;37,42;68,76;35,09;13,71;12,18
2002,00;"26";"41G9";1000,00;1,87;39,88;63,71;217,52;128,06;191,53;99,76;120,72;33,95
2002,00;"26";"41H0";953,30;5,53;62,77;21,83;44,39;27,30;26,44;12,39;9,46;8,49
2002,00;"27";"42G7";986,90;0,44;22,85;35,62;103,72;124,83;86,89;5,99;10,33;0,00
2002,00;"27";"43G7";913,80;167,17;68,42;226,89;396,24;186,03;126,34;35,16;31,48;3,94
2002,00;"27";"44G7";960,50;121,76;110,97;116,48;35,79;24,65;3,46;0,37;0,00;0,00
2002,00;"27";"44G8";456,60;4,43;37,79;111,56;124,55;41,47;25,39;6,05;0,00;0,00
2002,00;"27";"45G7";908,70;174,73;38,46;37,08;23,04;5,19;0,00;0,00;0,00;0,00
2002,00;"27";"45G8";947,20;10,22;116,63;221,65;408,21;90,42;13,97;0,00;0,00;0,00
2002,00;"27";"46G8";884,80;398,80;2,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2002,00;"28_2";"42G8";945,40;0,00;2,51;9,12;53,24;27,33;41,19;20,83;15,84;3,24
2002,00;"28_2";"42G9";986,90;0,00;2,41;5,80;26,49;15,83;33,83;7,07;10,01;6,56
2002,00;"28_2";"42H0";968,50;27,51;29,79;37,37;124,24;77,63;120,96;60,26;41,71;37,43
2002,00;"28_2";"43G8";296,20;2,35;1,41;0,47;39,03;72,79;14,48;1,60;0,47;0,00
2002,00;"28_2";"43G9";973,70;5,03;5,44;11,95;90,06;59,76;113,18;40,40;32,12;12,06
2002,00;"28_2";"43H0";973,70;64,88;15,49;100,88;206,43;110,38;185,89;76,44;67,04;75,26
2002,00;"28_2";"43H1";412,70;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2002,00;"28_2";"44G9";876,60;8,63;2,42;6,48;33,79;13,22;25,61;10,46;5,54;0,95
2002,00;"28_2";"44H0";960,50;98,72;3,96;32,83;47,78;35,09;45,02;22,13;18,08;10,29
2002,00;"28_2";"44H1";824,60;212,26;81,16;140,48;29,60;8,25;9,42;5,37;0,00;1,76
2002,00;"28_2";"45G9";924,50;218,17;7,00;37,12;88,52;59,57;74,41;41,01;29,90;0,00
2002,00;"28_2";"45H0";947,20;19,43;1,06;15,55;24,65;12,98;16,82;9,45;5,70;2,86
2002,00;"28_2";"45H1";827,10;584,19;55,03;551,32;465,46;199,99;316,68;124,33;136,05;114,65
2002,00;"29";"46G9";933,80;132,77;96,95;137,26;321,20;65,24;8,84;0,00;0,00;0,00
2002,00;"29";"46H0";933,80;358,17;14,38;78,30;104,00;29,67;12,24;0,00;0,00;0,00
2002,00;"29";"46H1";921,50;2206,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2002,00;"29";"46H2";258,00;10,62;3,04;1,84;2,88;1,51;1,11;0,22;0,10;0,00
2002,00;"29";"47G9";876,20;2386,37;68,60;68,58;57,94;33,57;0,00;0,00;0,00;0,00
2002,00;"29";"47H0";920,30;592,48;166,79;286,20;211,91;108,46;5,01;0,00;0,00;0,00
2002,00;"29";"47H1";920,30;557,82;222,98;468,34;663,80;205,33;0,00;0,00;0,00;0,00
2002,00;"29";"47H2";793,90;1903,54;28,13;39,86;21,26;9,78;11,13;2,60;1,66;3,13
2003,00;"21";"41G0";108,10;7,61;11,37;0,53;0,01;0,00;0,00;0,00;0,00;0,00
2003,00;"21";"41G1";946,80;231,34;345,66;16,16;0,32;0,00;0,00;0,00;0,00;0,00
2003,00;"21";"41G2";432,30;19,61;7,07;0,35;0,00;0,03;0,00;0,00;0,00;0,00
2003,00;"21";"42G1";884,20;0,77;1,20;0,10;0,00;0,00;0,00;0,00;0,00;0,00
2003,00;"21";"42G2";606,80;0,06;119,97;16,38;0,28;0,00;0,00;0,00;0,00;0,00
2003,00;"22";"37G0";209,90;109,56;15,71;0,11;0,16;0,00;0,05;0,00;0,00;0,00
2003,00;"22";"37G1";723,30;243,48;67,76;5,57;4,38;1,19;0,27;0,00;0,00;0,00
2003,00;"22";"38G0";735,30;141,05;5,72;0,29;0,00;0,00;0,00;0,00;0,00;0,00
2003,00;"22";"38G1";173,20;274,42;9,55;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2003,00;"22";"39F9";159,30;81,86;0,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2003,00;"22";"39G0";201,70;16,01;0,19;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2003,00;"22";"39G1";250,00;8,67;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2003,00;"22";"40F9";51,30;11,62;0,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2003,00;"22";"40G0";538,10;45,32;0,22;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2003,00;"22";"40G1";174,50;21,53;0,11;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2003,00;"22";"41G0";173,10;1,43;0,10;0,00;0,02;0,00;0,00;0,00;0,00;0,00
2003,00;"23";"39G2";130,90;83,27;36,33;7,09;5,70;6,03;2,81;0,97;0,12;0,46
2003,00;"23";"40G2";164,00;108,67;52,91;58,96;111,46;144,67;46,64;13,88;3,68;1,18
2003,00;"23";"41G2";72,30;80,11;5,26;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2003,00;"24";"37G2";192,40;54,42;9,41;0,09;0,03;0,00;0,00;0,00;0,00;0,00
2003,00;"24";"38G2";832,90;537,39;150,57;6,04;2,62;1,00;0,27;0,28;0,00;0,00
2003,00;"24";"38G3";865,70;896,48;82,78;28,46;23,25;37,80;17,24;7,11;1,76;1,87
2003,00;"24";"38G4";1034,80;416,76;34,66;56,67;19,10;66,06;23,30;30,70;0,68;4,46
2003,00;"24";"39G2";406,10;123,23;53,75;10,49;8,43;8,92;4,16;1,44;0,17;0,68
2003,00;"24";"39G3";765,00;319,83;146,74;34,77;30,50;28,49;10,93;6,35;1,05;2,02
2003,00;"24";"39G4";524,80;154,00;91,56;16,89;13,36;11,55;3,63;2,32;0,44;0,29
2003,00;"25";"37G5";642,20;942,16;90,54;133,72;93,14;133,92;49,94;66,46;5,69;7,39
2003,00;"25";"38G5";1035,70;171,03;41,33;71,38;55,70;70,21;22,89;29,70;4,62;5,10
2003,00;"25";"38G6";940,20;71,54;96,50;208,13;145,13;178,91;54,31;76,56;14,86;18,03
2003,00;"25";"38G7";471,70;9,34;18,40;35,34;24,15;31,35;8,82;12,85;2,10;2,61
2003,00;"25";"39G4";287,30;571,08;97,20;51,24;54,39;86,07;7,92;3,69;0,00;2,64
2003,00;"25";"39G5";979,00;105,96;137,72;204,94;133,50;117,72;52,93;6,31;6,31;0,00
2003,00;"25";"39G6";1026,00;50,43;80,27;167,72;110,40;140,23;41,94;60,24;10,88;14,84
2003,00;"25";"39G7";1026,00;29,65;137,15;153,95;155,14;148,03;41,06;61,05;6,68;7,22
2003,00;"25";"40G4";677,20;268,02;43,02;5,59;9,45;3,85;0,96;0,00;0,00;0,00
2003,00;"25";"40G5";1012,90;295,58;265,77;130,59;91,61;63,63;23,97;11,26;2,48;0,00
2003,00;"25";"40G6";1013,00;22,13;52,02;121,86;220,75;248,21;114,91;74,64;14,08;3,14
2003,00;"25";"40G7";1013,00;0,05;1,53;12,13;18,69;18,04;5,93;2,04;0,35;0,05
2003,00;"25";"41G6";764,40;23,45;83,93;189,49;273,68;153,00;65,16;10,42;8,86;0,00
2003,00;"25";"41G7";1000,00;0,00;9,80;36,32;51,17;32,03;7,37;5,11;2,92;0,54
2003,00;"26";"37G9";151,60;42,20;2,48;1,11;0,71;0,69;0,18;0,36;0,01;0,21
2003,00;"26";"38G8";624,60;342,17;49,84;40,29;31,87;34,09;10,47;15,78;1,41;10,03
2003,00;"26";"38G9";918,20;119,55;97,64;103,09;50,94;77,62;54,93;76,54;21,39;63,36
2003,00;"26";"39G8";1026,00;31,02;131,88;196,87;153,18;213,14;73,69;101,14;31,43;58,35
2003,00;"26";"39G9";1026,00;9,20;50,20;61,20;52,10;76,60;36,50;51,10;14,80;30,20
2003,00;"26";"39H0";881,60;17,90;11,70;8,50;6,40;5,00;5,00;3,40;2,10;7,50
2003,00;"26";"40G8";1013,00;4,64;81,59;158,53;193,92;234,20;74,97;130,66;54,55;80,74
2003,00;"26";"40G9";1013,00;8,80;51,60;47,90;69,30;103,50;41,40;58,20;21,20;34,50
2003,00;"26";"40H0";1012,10;3,80;49,40;44,50;68,60;71,70;48,30;69,30;64,10;86,70
2003,00;"26";"41G8";1000,00;0,00;16,50;39,40;87,00;98,50;31,90;45,60;14,20;42,60
2003,00;"26";"41G9";1000,00;0,00;52,10;37,30;77,10;84,40;42,60;36,50;24,30;19,60
2003,00;"26";"41H0";953,30;39,90;158,00;53,70;93,60;56,00;25,20;15,60;16,80;20,40
2003,00;"27";"42G6";266,00;0,00;12,87;38,99;59,66;36,64;10,27;0,61;0,00;0,00
2003,00;"27";"42G7";986,90;0,00;104,60;90,89;73,68;32,29;16,82;10,45;0,00;0,96
2003,00;"27";"43G7";913,80;45,02;734,43;51,48;35,99;36,55;11,50;0,00;0,00;0,00
2003,00;"27";"44G7";960,50;11,47;621,30;331,30;297,23;97,28;16,48;20,11;0,00;0,00
2003,00;"27";"44G8";456,60;444,45;910,31;1060,50;931,81;606,90;45,97;30,66;0,00;0,00
2003,00;"27";"45G7";908,70;148,71;442,25;334,19;316,37;140,53;25,70;8,49;0,00;0,00
2003,00;"27";"45G8";947,20;366,62;31,89;9,61;5,39;6,82;0,80;0,40;0,00;0,00
2003,00;"27";"46G8";884,80;21,88;59,41;5,81;2,51;0,00;0,30;0,00;0,00;0,00
2003,00;"28_2";"42G8";945,40;1,50;100,07;180,80;270,38;299,06;155,38;75,96;38,96;49,02
2003,00;"28_2";"42G9";986,90;0,00;28,93;49,13;50,05;33,38;12,16;11,07;1,97;6,55
2003,00;"28_2";"42H0";968,50;0,00;220,85;76,98;111,03;43,33;14,43;13,76;2,42;10,69
2003,00;"28_2";"43G8";296,20;0,00;312,03;222,88;948,85;748,25;299,30;44,57;82,78;0,00
2003,00;"28_2";"43G9";973,70;0,79;104,74;65,51;97,90;79,81;29,82;35,37;7,75;15,02
2003,00;"28_2";"43H0";973,70;0,00;148,46;103,63;229,98;129,31;52,12;47,52;20,66;29,78
2003,00;"28_2";"43H1";412,70;70,97;155,75;138,99;1015,30;151,25;154,76;129,54;133,66;286,88
2003,00;"28_2";"44G9";876,60;142,04;64,92;20,33;49,94;21,22;8,83;10,69;1,28;2,50
2003,00;"28_2";"44H0";960,50;1,29;224,88;151,32;227,01;162,75;46,63;68,15;23,47;42,63
2003,00;"28_2";"44H1";824,60;29,47;573,53;111,31;673,44;202,63;100,61;99,03;59,18;155,47
2003,00;"28_2";"45G9";924,50;106,95;361,29;157,01;163,30;123,73;31,91;13,35;4,03;3,13
2003,00;"28_2";"45H0";947,20;33,29;371,07;175,94;226,19;159,34;73,93;24,83;8,83;9,62
2003,00;"28_2";"45H1";827,10;117,89;95,62;33,03;27,21;24,91;10,73;6,37;1,60;4,02
2003,00;"29";"46G9";933,80;92,41;433,22;299,54;132,28;103,93;10,44;0,00;0,00;3,07
2003,00;"29";"46H0";933,80;100,51;689,90;408,59;343,64;111,67;14,41;9,60;4,80;0,00
2003,00;"29";"46H1";921,50;706,23;589,26;26,99;4,49;0,00;0,00;0,00;0,00;0,00
2003,00;"29";"46H2";258,00;4,33;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2003,00;"29";"47G9";876,20;112,79;185,70;156,48;124,93;32,36;29,30;0,00;0,00;0,00
2003,00;"29";"47H0";920,30;916,31;1180,74;220,23;185,97;78,08;0,00;0,00;0,00;0,00
2003,00;"29";"47H1";920,30;579,15;2141,82;715,88;463,56;145,92;58,36;22,93;0,00;0,00
2003,00;"29";"47H2";793,90;74,34;175,69;21,78;32,88;17,27;10,62;1,84;1,31;0,00
2003,00;"32";"47H3";536,20;93,63;772,25;240,82;142,70;70,64;42,45;24,57;0,50;8,21
2004,00;"21";"41G0";108,10;0,29;0,14;0,01;0,00;0,00;0,00;0,00;0,00;0,00
2004,00;"21";"41G1";946,80;5,66;5,23;0,85;0,02;0,04;0,04;0,00;0,00;0,00
2004,00;"21";"41G2";432,30;47,96;26,45;2,58;0,48;0,52;1,43;0,00;0,00;0,00
2004,00;"21";"42G1";884,20;4,91;19,03;6,19;0,76;0,44;0,09;0,00;0,00;0,00
2004,00;"21";"42G2";606,80;0,25;1,06;0,30;0,00;0,00;0,00;0,00;0,00;0,00
2004,00;"21";"43G1";699,00;11,04;26,68;9,69;0,47;0,59;0,06;0,00;0,00;0,00
2004,00;"21";"43G2";107,00;0,40;2,32;1,23;0,11;0,03;0,01;0,00;0,00;0,00
2004,00;"21";"44G0";239,90;1,60;0,24;0,06;0,01;0,00;0,01;0,00;0,00;0,00
2004,00;"21";"44G1";580,50;19,50;11,46;1,49;0,16;0,16;0,25;0,00;0,00;0,00
2004,00;"22";"37G0";209,90;54,68;13,60;5,06;0,63;0,36;0,00;0,00;0,00;0,00
2004,00;"22";"37G1";723,30;616,15;73,14;30,01;3,53;4,99;1,61;0,74;0,00;0,00
2004,00;"22";"38G0";735,30;141,06;35,08;13,04;1,62;0,93;0,00;0,00;0,00;0,00
2004,00;"22";"38G1";173,20;40,37;14,51;6,25;0,63;0,74;0,07;0,07;0,00;0,00
2004,00;"22";"39F9";159,30;0,20;0,05;0,02;0,00;0,00;0,00;0,00;0,00;0,00
2004,00;"22";"39G0";201,70;20,20;0,00;0,94;0,00;0,00;0,76;0,76;0,00;0,00
2004,00;"22";"39G1";250,00;3,74;1,51;0,58;0,00;0,00;0,00;0,00;0,00;0,00
2004,00;"22";"40F9";51,30;0,10;0,16;0,03;0,00;0,01;0,00;0,00;0,00;0,00
2004,00;"22";"40G0";538,10;0,71;1,14;0,24;0,00;0,04;0,00;0,00;0,00;0,00
2004,00;"22";"40G1";174,50;0,34;0,54;0,11;0,00;0,02;0,00;0,00;0,00;0,00
2004,00;"22";"41G0";173,10;0,05;0,18;0,10;0,01;0,00;0,00;0,00;0,00;0,00
2004,00;"23";"39G2";130,90;83,41;17,52;4,63;4,20;1,18;1,23;0,06;0,09;0,00
2004,00;"23";"40G2";164,00;0,00;252,06;228,77;131,30;79,30;72,24;58,78;13,64;9,27
2004,00;"23";"41G2";72,30;0,00;23,06;13,95;2,71;0,39;0,11;0,13;0,00;0,01
2004,00;"24";"37G2";192,40;30,40;8,93;2,96;1,96;0,65;0,59;0,10;0,00;0,01
2004,00;"24";"37G3";167,70;501,91;1,40;1,90;1,10;0,27;0,22;0,18;0,00;0,04
2004,00;"24";"37G4";875,10;254,72;67,34;48,15;44,20;21,73;19,22;5,44;3,01;0,99
2004,00;"24";"38G2";832,90;361,16;51,84;17,77;12,87;4,55;4,37;0,76;0,12;0,00
2004,00;"24";"38G3";865,70;747,63;125,26;60,76;40,38;14,07;13,20;3,71;1,27;0,53
2004,00;"24";"38G4";1034,80;49,88;98,25;67,50;49,34;21,26;18,33;5,82;2,30;0,74
2004,00;"24";"39G2";406,10;181,45;38,12;10,06;9,14;2,57;2,68;0,14;0,20;0,00
2004,00;"24";"39G3";765,00;141,13;118,53;96,48;70,48;25,55;21,65;6,87;4,41;0,89
2004,00;"24";"39G4";524,80;22,95;43,47;23,17;16,17;5,54;4,92;1,09;0,57;0,32
2004,00;"25";"37G5";642,20;109,19;35,37;54,65;39,76;30,85;29,17;3,06;3,58;4,32
2004,00;"25";"38G5";1035,70;232,49;98,86;163,03;117,61;88,00;81,64;8,66;10,24;12,43
2004,00;"25";"38G6";940,20;62,44;69,16;126,41;112,43;91,72;86,01;11,86;20,58;25,34
2004,00;"25";"38G7";471,70;63,42;15,36;24,51;20,80;16,96;18,02;2,08;3,52;5,29
2004,00;"25";"39G4";287,30;4,69;4,83;4,92;8,87;5,84;1,19;0,16;0,00;0,32
2004,00;"25";"39G5";979,00;37,61;24,87;117,26;78,52;80,67;22,74;5,19;1,74;0,86
2004,00;"25";"39G6";1026,00;60,70;78,35;131,09;147,14;141,90;142,33;18,15;35,12;45,18
2004,00;"25";"39G7";1026,00;157,58;112,81;203,90;174,96;140,50;141,64;15,83;25,98;34,77
2004,00;"25";"40G4";677,20;77,84;27,39;122,80;77,38;41,01;40,28;17,33;2,65;1,61
2004,00;"25";"40G5";1012,90;21,85;46,69;36,86;19,47;16,11;8,57;2,35;1,38;0,00
2004,00;"25";"40G6";1013,00;13,14;33,92;92,07;81,08;59,79;32,10;16,89;0,99;0,00
2004,00;"25";"40G7";1013,00;14,11;98,20;304,54;302,51;186,76;96,80;24,73;4,56;1,17
2004,00;"25";"41G6";764,40;1,76;60,91;307,10;272,25;172,46;83,73;28,67;18,55;11,94
2004,00;"25";"41G7";1000,00;4,66;34,97;170,92;92,08;55,15;45,46;5,83;2,72;0,00
2004,00;"26";"37G8";86,00;42,31;4,55;4,53;3,89;4,12;3,17;0,93;1,63;1,82
2004,00;"26";"37G9";151,60;70,11;7,54;7,52;6,45;6,83;5,25;1,54;2,70;3,02
