"ANNUS";"Sub_Div";"RECT";"Area";"0";"1";"2";"3";"4";"5";"6";"7";"8"
2008,00;"28_2";"42G8";945,40;0,62;7,82;38,00;76,45;30,67;56,10;40,97;6,92;5,61
2008,00;"28_2";"42G9";986,90;0,00;38,46;180,17;184,37;110,10;246,81;90,98;19,15;1,28
2008,00;"28_2";"42H0";968,50;0,00;62,93;41,19;97,32;69,02;63,68;86,64;28,40;37,56
2008,00;"28_2";"43G8";296,20;2,17;3,15;24,46;33,52;29,57;14,46;19,90;1,36;2,96
2008,00;"28_2";"43G9";973,70;1,37;7,28;13,05;37,74;17,81;18,63;19,92;2,13;1,74
2008,00;"28_2";"43H0";973,70;0,00;182,50;238,77;310,55;252,39;137,86;197,60;89,45;35,05
2008,00;"28_2";"43H1";412,70;0,00;41,23;44,77;44,63;18,49;11,77;7,74;10,94;8,38
2008,00;"28_2";"44G9";876,60;13,37;48,67;109,72;143,81;55,90;98,32;33,33;0,00;1,84
2008,00;"28_2";"44H0";960,50;0,00;9,43;32,67;47,51;22,86;45,38;37,59;5,46;2,92
2008,00;"28_2";"44H1";824,60;4,01;127,80;178,31;193,51;159,69;124,89;117,74;47,73;4,56
2008,00;"28_2";"45G9";924,50;241,20;21,01;60,53;52,31;41,00;6,23;24,38;2,60;0,00
2008,00;"28_2";"45H0";947,20;82,15;7,48;16,37;45,68;36,67;18,88;43,49;7,07;3,85
2008,00;"28_2";"45H1";827,10;154,38;1,20;0,88;1,81;2,13;0,48;3,12;0,19;0,51
2008,00;"29";"46G9";933,80;9,61;199,31;184,11;109,55;88,35;193,88;33,62;0,00;1,95
2008,00;"29";"46H0";933,80;30,57;30,20;51,53;52,15;43,31;19,58;7,07;0,00;0,00
2008,00;"29";"46H1";921,50;115,65;4,83;5,47;10,20;4,67;2,46;2,83;0,42;0,51
2008,00;"29";"46H2";258,00;42,55;0,00;0,00;0,05;0,15;0,15;0,20;0,00;0,05
2008,00;"29";"47G9";876,20;307,45;182,99;304,49;427,45;210,47;170,69;31,10;0,00;3,62
2008,00;"29";"47H0";920,30;0,00;368,03;752,08;627,40;300,43;158,72;39,05;0,00;22,53
2008,00;"29";"47H1";920,30;22,03;26,63;30,14;55,46;23,54;11,39;12,72;2,34;2,10
2008,00;"29";"47H2";793,90;351,85;239,26;263,40;479,02;191,26;80,43;97,83;17,47;12,12
2008,00;"29";"48G9";772,80;559,38;288,44;169,87;556,38;59,63;281,06;108,36;0,00;5,31
2008,00;"29";"48H0";730,30;388,50;111,44;73,56;70,13;27,62;13,20;4,64;0,00;0,00
2008,00;"29";"48H2";597,00;3755,08;576,49;401,36;475,99;135,05;44,84;64,24;9,26;5,55
2008,00;"29";"49G9";564,20;2,93;269,62;209,98;119,90;105,87;115,82;30,43;21,06;28,08
2008,00;"30";"50G8";833,40;216,73;34,05;151,73;239,44;115,59;45,41;158,92;151,72;124,81
2008,00;"30";"50G9";879,50;25,73;99,16;287,04;474,16;135,44;23,09;352,08;14,24;152,88
2008,00;"30";"50H0";795,10;0,00;943,12;807,00;420,02;23,41;67,86;76,77;3,12;8,75
2008,00;"30";"51G8";863,70;211,18;165,84;257,51;78,50;22,83;6,50;25,93;11,06;11,57
2008,00;"30";"51G9";865,80;23,78;191,10;447,21;26,75;98,90;26,50;18,66;4,70;29,18
2008,00;"30";"51H0";865,70;0,00;183,74;146,13;227,47;72,58;91,45;124,15;23,90;86,26
2008,00;"30";"52G8";852,00;32,00;93,83;460,56;107,97;8,16;1,55;10,91;0,00;0,00
2008,00;"30";"52G9";852,00;81,61;42,65;37,30;4,41;0,68;0,91;5,92;2,02;2,02
2008,00;"30";"52H0";852,00;90,26;26,93;26,10;3,28;76,02;153,58;350,20;162,86;197,36
2008,00;"30";"53G8";838,10;0,00;20,26;25,61;70,56;71,95;118,12;347,59;76,24;216,36
2008,00;"30";"53G9";838,10;10,04;58,71;180,71;188,66;101,77;126,83;257,78;33,41;155,19
2008,00;"30";"53H0";838,10;4,88;73,87;33,32;43,46;29,59;194,24;71,15;82,62;509,69
2008,00;"30";"54G8";642,20;2,54;0,00;27,31;70,35;67,86;77,57;271,20;101,03;246,66
2008,00;"30";"54G9";824,20;0,00;0,00;2,96;53,57;107,42;158,03;327,09;159,91;250,35
2008,00;"30";"54H0";727,90;0,00;178,40;903,34;519,50;40,95;60,68;78,97;23,00;98,90
2008,00;"30";"55G9";625,60;0,00;5,72;25,78;94,70;192,89;120,39;96,64;65,46;173,79
2008,00;"30";"55H0";688,60;17,59;108,64;221,15;200,63;209,27;249,19;214,53;140,24;278,43
2008,00;"32";"47H3";536,20;182,60;109,65;100,96;166,05;97,24;27,91;111,24;28,76;29,70
2008,00;"32";"48H3";615,70;136,20;74,92;62,71;100,33;56,45;16,80;65,85;16,71;17,14
2009,00;"21";"41G0";108,10;68,56;1,62;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2009,00;"21";"41G1";946,80;271,95;20,84;0,00;0,00;0,15;0,00;0,00;0,00;0,00
2009,00;"21";"41G2";432,30;67,80;1,69;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2009,00;"21";"42G1";884,20;54,38;10,59;0,00;0,28;0,09;0,00;0,00;0,00;0,00
2009,00;"21";"42G2";606,80;61,37;3,90;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2009,00;"22";"37G0";209,90;16,43;0,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2009,00;"22";"37G1";723,30;479,50;12,13;2,12;1,06;2,47;0,00;0,00;0,00;0,00
2009,00;"22";"38G0";735,30;166,26;3,41;0,00;0,14;0,09;0,00;0,00;0,00;0,00
2009,00;"22";"38G1";173,20;22,29;0,40;0,05;0,02;0,06;0,00;0,00;0,00;0,00
2009,00;"22";"39F9";159,30;12,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2009,00;"22";"39G0";201,70;27,29;0,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2009,00;"22";"39G1";250,00;0,00;1,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2009,00;"22";"40F9";51,30;0,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2009,00;"22";"40G0";538,10;1,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2009,00;"22";"40G1";174,50;0,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2009,00;"22";"41G0";173,10;0,09;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2009,00;"23";"39G2";130,90;337,84;12,70;4,19;3,28;2,78;1,43;1,42;0,86;0,03
2009,00;"23";"40G2";164,00;31,09;39,31;16,65;7,59;2,73;1,14;0,43;0,22;0,23
2009,00;"23";"41G2";72,30;21,44;2,06;0,24;0,12;0,00;0,00;0,00;0,00;0,00
2009,00;"24";"37G2";192,40;186,68;4,57;0,91;1,00;0,68;0,20;0,16;0,13;0,00
2009,00;"24";"37G3";167,70;49,18;8,50;8,50;6,68;4,29;2,89;2,28;1,17;0,51
2009,00;"24";"37G4";875,10;191,09;99,98;83,18;57,61;38,67;25,10;22,06;11,08;2,62
2009,00;"24";"38G2";832,90;393,29;14,14;5,35;4,65;2,29;0,79;1,68;0,35;0,12
2009,00;"24";"38G3";865,70;67,75;12,45;7,66;5,33;3,83;1,69;2,14;0,82;0,19
2009,00;"24";"38G4";1034,80;130,20;68,12;56,67;39,25;26,35;17,10;15,03;7,55;1,78
2009,00;"24";"39G2";406,10;251,34;9,45;3,12;2,44;2,07;1,06;1,05;0,64;0,02
2009,00;"24";"39G3";765,00;98,33;28,46;13,90;10,24;6,65;3,06;4,26;2,07;0,13
2009,00;"24";"39G4";524,80;52,52;23,42;23,81;16,87;10,46;5,55;7,34;3,07;1,29
2009,00;"25";"37G5";642,20;20,20;5,92;16,64;20,46;17,89;3,28;6,26;4,61;1,08
2009,00;"25";"38G5";1035,70;46,71;18,13;57,22;74,74;64,16;17,91;29,10;24,50;4,87
2009,00;"25";"38G6";940,20;31,23;16,11;66,20;80,59;64,29;17,35;26,76;27,07;5,64
2009,00;"25";"38G7";471,70;21,79;5,66;18,00;21,52;18,46;3,04;6,24;4,64;1,43
2009,00;"25";"39G4";287,30;32,16;2,46;4,07;4,93;5,01;2,30;0,88;1,85;0,16
2009,00;"25";"39G5";979,00;55,87;10,21;23,75;32,96;50,38;5,76;7,52;0,00;2,66
2009,00;"25";"39G6";1026,00;30,12;25,04;88,19;103,21;85,06;19,45;32,00;29,08;6,08
2009,00;"25";"39G7";1026,00;75,58;6,20;22,21;25,32;21,38;5,61;8,19;7,47;1,52
2009,00;"25";"40G4";677,20;10,33;3,07;18,46;38,22;24,50;13,49;63,02;21,96;6,86
2009,00;"25";"40G5";1012,90;13,08;1,18;13,85;28,17;60,17;42,37;68,39;66,74;10,98
2009,00;"25";"40G6";1013,00;32,61;57,43;108,98;82,47;70,52;26,63;32,54;33,07;0,54
2009,00;"25";"40G7";1013,00;0,57;3,38;34,19;61,02;19,58;12,81;40,66;9,46;8,76
2009,00;"25";"41G6";764,40;1,33;13,43;98,71;49,27;77,98;26,56;45,43;45,04;9,34
2009,00;"25";"41G7";1000,00;0,84;31,13;162,65;210,99;79,73;35,07;65,42;42,76;7,31
2009,00;"26";"37G8";86,00;3,15;0,05;0,15;0,11;0,09;0,03;0,04;0,05;0,01
2009,00;"26";"37G9";151,60;27,53;2,24;6,66;4,60;4,15;1,73;1,51;2,14;0,83
2009,00;"26";"38G8";624,60;37,03;3,21;16,31;11,50;13,51;5,06;6,33;9,40;4,13
2009,00;"26";"38G9";918,20;21,13;13,35;51,10;35,84;32,41;13,29;14,09;17,76;6,37
2009,00;"26";"39G8";1026,00;92,65;41,04;118,74;86,55;80,70;32,21;25,75;37,77;12,42
2009,00;"26";"39G9";1026,00;5,47;13,60;58,25;39,73;44,44;16,81;22,09;29,94;12,32
2009,00;"26";"39H0";881,60;291,19;20,21;72,15;44,51;60,57;33,93;35,14;25,14;19,63
2009,00;"26";"40G8";1013,00;8,37;11,17;32,26;22,18;21,16;8,13;6,42;9,35;3,58
2009,00;"26";"40G9";1013,00;30,96;21,97;56,39;59,85;24,52;14,00;13,91;2,44;2,44
2009,00;"26";"40H0";1012,10;381,29;38,63;67,36;67,79;27,18;16,20;6,90;4,18;4,11
2009,00;"26";"41G8";1000,00;0,00;4,46;86,79;109,85;177,78;68,22;317,66;161,69;86,61
2009,00;"26";"41G9";1000,00;0,00;10,84;74,71;40,59;36,10;26,97;30,94;28,56;22,35
2009,00;"26";"41H0";953,30;0,00;23,49;161,88;87,96;78,22;58,45;67,05;61,89;48,42
2009,00;"27";"42G6";266,00;0,00;0,75;22,07;16,25;31,46;13,72;19,16;26,76;7,01
2009,00;"27";"42G7";986,90;0,41;98,86;220,20;159,50;140,37;56,56;117,15;40,89;4,07
2009,00;"27";"43G7";913,80;3,13;144,87;526,85;324,28;222,38;105,77;108,41;39,06;9,81
2009,00;"27";"44G7";960,50;0,00;199,89;829,45;310,24;305,94;77,86;131,68;94,55;6,86
2009,00;"27";"44G8";456,60;0,00;14,04;210,46;93,17;59,11;2,87;7,10;2,59;0,00
2009,00;"27";"45G7";908,70;2,91;33,64;361,20;121,41;97,81;0,74;71,64;14,40;0,00
2009,00;"27";"45G8";947,20;0,00;43,94;238,35;82,44;27,72;12,77;2,10;0,96;2,31
2009,00;"27";"46G8";884,80;18,03;128,34;359,15;77,54;158,38;24,95;21,64;45,98;0,00
2009,00;"28_2";"42G8";945,40;1,09;6,66;99,93;65,24;62,92;37,70;49,56;17,22;3,75
2009,00;"28_2";"42G9";986,90;0,00;5,57;38,13;25,25;24,24;11,21;13,77;13,73;10,06
2009,00;"28_2";"42H0";968,50;0,68;17,70;73,06;86,51;80,75;43,65;35,59;27,01;11,50
2009,00;"28_2";"43G8";296,20;0,00;3,99;264,72;140,01;92,45;44,56;15,63;15,63;0,00
2009,00;"28_2";"43G9";973,70;1,43;55,95;331,05;169,62;299,16;38,02;59,94;9,64;4,25
2009,00;"28_2";"43H0";973,70;4,86;28,23;195,36;99,55;139,61;40,20;76,82;127,94;48,24
2009,00;"28_2";"43H1";412,70;1,44;28,26;168,40;116,34;115,16;52,48;15,99;26,75;26,10
2009,00;"28_2";"44G9";876,60;0,00;0,00;369,57;640,68;311,89;399,24;559,87;431,31;57,41
2009,00;"28_2";"44H0";960,50;3,23;19,41;85,41;96,04;117,05;50,44;44,21;54,44;11,28
2009,00;"28_2";"44H1";824,60;1,14;55,16;204,32;116,57;104,67;37,41;12,42;14,68;12,17
2009,00;"28_2";"45G9";924,50;4,07;11,79;140,49;155,07;112,12;6,50;36,99;8,28;0,00
2009,00;"28_2";"45H0";947,20;31,69;76,74;507,99;447,69;240,00;37,66;16,98;53,91;27,32
2009,00;"28_2";"45H1";827,10;11,75;28,46;188,41;166,04;89,01;13,97;6,30;19,99;10,13
2009,00;"29";"46G9";933,80;1,27;102,66;304,64;85,29;25,30;17,45;16,27;5,76;0,93
2009,00;"29";"46H0";933,80;2,40;81,49;244,41;61,66;81,75;0,75;19,47;18,40;0,00
2009,00;"29";"46H1";921,50;1,03;67,68;126,83;15,07;18,72;2,79;1,71;7,76;2,56
2009,00;"29";"46H2";258,00;0,22;13,84;24,42;2,77;3,55;0,51;0,30;1,45;0,48
2009,00;"29";"47G9";876,20;0,00;82,41;279,34;255,60;180,18;155,73;150,85;37,72;3,50
2009,00;"29";"47H0";920,30;9,00;37,41;148,92;47,89;139,07;7,10;22,25;5,95;0,00
2009,00;"29";"47H1";920,30;48,26;336,83;421,78;38,88;52,14;8,95;3,87;20,55;8,38
2009,00;"29";"47H2";793,90;25,34;40,28;67,09;6,17;7,60;0,59;0,82;3,64;0,57
2009,00;"29";"48G9";772,80;222,26;2154,42;1232,25;743,78;316,06;50,80;122,83;17,82;13,42
2009,00;"29";"48H0";730,30;1042,59;892,39;605,17;48,38;70,55;11,54;4,89;25,83;10,63
2009,00;"29";"48H1";544,00;59,75;658,06;596,31;46,67;70,59;12,06;4,15;24,54;11,64
2009,00;"29";"48H2";597,00;492,40;102,10;74,56;7,52;10,60;2,58;0,78;3,58;2,43
2009,00;"29";"49G9";564,20;0,00;82,05;168,30;110,24;146,42;50,49;58,90;27,35;0,00
2009,00;"30";"50G7";403,10;453,05;602,63;37,40;24,45;9,11;0,00;0,00;2,40;0,00
2009,00;"30";"50G8";833,40;88,55;482,53;141,53;161,65;43,58;5,15;14,22;42,88;23,22
2009,00;"30";"50G9";879,50;1,63;122,07;134,44;116,30;98,83;32,27;7,83;137,11;108,06
2009,00;"30";"50H0";795,10;10,24;499,29;800,07;313,07;61,39;6,14;81,85;164,72;94,17
2009,00;"30";"51G7";614,50;4,37;258,54;171,21;351,15;138,89;17,47;65,51;181,70;143,28
2009,00;"30";"51G8";863,70;9,11;373,16;176,16;294,05;150,05;53,90;118,12;243,22;91,05
2009,00;"30";"51G9";865,80;0,00;18,61;99,19;173,03;161,19;117,79;41,15;216,43;85,69
2009,00;"30";"51H0";865,70;3,36;45,77;111,12;119,54;59,29;174,78;84,44;183,66;219,27
2009,00;"30";"52G7";482,60;0,00;78,91;196,41;347,01;118,36;7,64;18,24;82,72;58,56
2009,00;"30";"52G8";852,00;3,14;176,03;512,65;477,77;40,36;172,87;209,95;169,76;155,44
2009,00;"30";"52G9";852,00;5,53;59,83;229,89;317,25;134,85;61,03;75,56;138,54;67,41
2009,00;"30";"52H0";852,00;7,59;78,23;173,90;199,91;148,18;0,00;169,26;195,84;219,23
2009,00;"30";"53G7";354,50;0,00;9,48;188,17;263,08;189,99;69,04;4,51;90,25;24,83
2009,00;"30";"53G8";838,10;4,83;134,17;304,14;252,86;52,42;14,32;74,73;130,36;262,54
2009,00;"30";"53G9";838,10;0,00;24,84;223,50;249,91;85,29;193,47;51,79;172,01;404,97
2009,00;"30";"53H0";838,10;5,28;198,81;279,42;410,09;109,64;0,00;5,66;131,13;127,64
2009,00;"30";"54G8";642,20;0,00;7,53;43,18;81,34;102,93;95,40;93,40;161,69;260,60
2009,00;"30";"54G9";824,20;0,00;31,23;97,78;176,96;182,23;131,69;78,15;308,58;445,87
2009,00;"30";"54H0";727,90;9,68;30,05;412,20;412,08;204,92;7,56;135,68;332,74;161,12
2009,00;"30";"55G9";625,60;0,00;13,36;53,10;186,41;56,55;36,02;63,94;273,41;496,88
2009,00;"30";"55H0";688,60;36,96;138,24;433,43;334,92;160,29;18,13;43,70;64,48;107,71
2009,00;"32";"47H3";536,20;0,02;179,48;403,54;73,30;123,30;25,46;9,42;62,85;3,17
2009,00;"32";"48H3";615,70;37,06;310,52;350,15;52,89;82,06;18,54;4,97;44,22;3,94
2009,00;"32";"48H4";835,10;13,64;278,47;489,61;81,71;137,31;28,56;9,64;70,32;3,17
2009,00;"32";"48H5";767,20;2,22;329,58;537,82;89,12;149,33;30,85;10,50;76,72;3,23
2009,00;"32";"48H6";776,10;0,00;265,60;556,86;99,07;168,20;34,32;13,42;85,94;3,59
2009,00;"32";"49H5";306,90;1,61;237,02;400,09;67,17;112,27;23,11;7,81;57,62;2,50
2009,00;"32";"49H6";586,50;2,05;295,68;475,37;78,35;131,27;27,15;9,19;67,47;2,83
2010,00;"21";"41G0";108,10;71,35;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2010,00;"21";"41G1";946,80;149,23;0,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2010,00;"21";"41G2";432,30;50,87;0,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2010,00;"21";"42G1";884,20;94,64;3,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2010,00;"21";"42G2";606,80;114,88;6,75;0,21;0,00;0,00;0,00;0,00;0,00;0,00
2010,00;"21";"43G1";699,00;94,32;14,02;3,43;0,00;1,28;0,00;0,00;0,00;0,00
2010,00;"21";"43G2";107,00;2,10;0,31;0,08;0,00;0,03;0,00;0,00;0,00;0,00
2010,00;"22";"37G0";209,90;26,23;0,74;0,04;0,35;0,12;0,08;0,04;0,04;0,00
2010,00;"22";"37G1";723,30;536,25;12,26;1,07;6,07;2,66;2,72;1,01;2,14;0,16
2010,00;"22";"38G0";735,30;315,91;4,64;0,05;3,24;0,38;0,11;0,16;0,05;0,00
2010,00;"22";"38G1";173,20;275,78;8,98;0,53;4,19;2,37;1,44;0,30;0,64;0,15
2010,00;"22";"39F9";159,30;13,18;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2010,00;"22";"39G0";201,70;44,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2010,00;"22";"39G1";250,00;1,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2010,00;"22";"40F9";51,30;1,66;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2010,00;"22";"40G0";538,10;17,21;0,06;0,00;0,00;0,03;0,00;0,00;0,00;0,01
2010,00;"22";"40G1";174,50;5,77;0,02;0,00;0,00;0,01;0,00;0,00;0,00;0,00
2010,00;"22";"41G0";173,10;16,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
2010,00;"23";"39G2";130,90;189,46;4,61;1,63;3,68;2,52;0,54;0,25;0,55;0,13
2010,00;"23";"40G2";164,00;11,81;85,66;127,78;104,50;58,69;65,00;39,34;14,01;9,92
2010,00;"23";"41G2";72,30;95,69;1,32;0,00;0,14;0,00;0,00;0,00;0,00;0,00
2010,00;"24";"37G2";192,40;20,52;12,79;2,05;7,62;5,01;1,61;0,21;0,88;0,00
2010,00;"24";"37G3";167,70;33,00;5,37;3,49;7,43;7,02;4,08;1,56;1,21;0,45
2010,00;"24";"37G4";875,10;84,18;67,74;53,45;75,19;58,59;23,63;9,15;18,19;5,99
2010,00;"24";"38G2";832,90;1071,59;32,94;6,17;21,60;14,38;5,38;0,68;2,29;0,19
2010,00;"24";"38G3";865,70;512,08;174,10;67,56;134,45;100,78;43,38;11,13;24,18;3,65
2010,00;"24";"38G4";1034,80;140,90;113,37;89,46;125,85;98,07;39,54;15,32;30,44;10,00
2010,00;"24";"39G2";406,10;177,59;4,33;1,53;3,45;2,36;0,51;0,23;0,51;0,12
2010,00;"24";"39G3";765,00;452,23;40,38;14,12;29,52;19,44;8,79;2,46;4,43;0,43
2010,00;"24";"39G4";524,80;155,12;28,31;26,58;38,22;29,23;12,61;5,17;8,08;2,33
2010,00;"25";"37G5";642,20;55,31;16,21;15,69;62,95;14,19;22,83;7,89;12,77;4,49
2010,00;"25";"38G5";1035,70;72,87;49,88;48,44;208,74;46,33;77,14;23,57;42,94;12,76
2010,00;"25";"38G6";940,20;48,51;16,50;15,29;73,51;15,90;24,78;6,38;13,07;3,81
2010,00;"25";"38G7";471,70;5,90;6,57;6,82;26,34;6,58;8,58;4,54;5,47;3,09
2010,00;"25";"39G4";287,30;13,88;4,92;2,26;5,23;3,69;1,54;0,00;0,52;0,00
2010,00;"25";"39G5";979,00;27,80;35,94;64,62;182,58;85,06;71,67;5,97;22,62;0,00
2010,00;"25";"39G6";1026,00;27,06;30,17;31,31;120,87;30,20;39,36;20,82;25,10;14,16
2010,00;"25";"39G7";1026,00;2,42;61,13;52,95;211,85;49,75;61,85;21,19;35,05;13,54
2010,00;"25";"40G4";677,20;65,26;30,42;34,49;67,63;16,81;4,22;0,68;8,76;0,36
2010,00;"25";"40G5";1012,90;8,05;80,50;83,45;101,55;81,30;44,66;6,81;23,38;24,29
2010,00;"25";"40G6";1013,00;5,51;17,12;19,59;99,46;55,70;34,96;21,01;15,91;4,78
2010,00;"25";"40G7";1013,00;0,00;9,87;64,68;201,07;108,23;64,25;16,81;32,71;12,50
2010,00;"25";"41G6";764,40;0,00;8,38;45,66;83,19;34,11;56,06;33,97;19,85;10,24
2010,00;"25";"41G7";1000,00;0,00;10,42;57,14;181,44;106,33;55,24;12,77;30,16;22,62
2010,00;"26";"37G8";86,00;0,62;2,22;2,22;6,38;4,23;3,69;1,41;3,02;2,02
2010,00;"26";"37G9";151,60;7,96;4,72;10,95;30,48;22,55;20,11;9,97;20,79;18,90
2010,00;"26";"38G8";624,60;43,06;133,12;99,23;266,46;171,31;130,46;39,77;80,70;45,01
2010,00;"26";"38G9";918,20;38,25;18,44;10,93;34,15;20,49;16,73;9,22;9,90;7,51
2010,00;"26";"39G8";1026,00;48,94;68,16;46,50;148,08;86,48;69,63;20,57;40,67;19,22
2010,00;"26";"39G9";1026,00;26,13;18,39;30,97;92,90;67,74;44,51;33,87;34,84;18,39
2010,00;"26";"39H0";881,60;10,37;9,24;3,38;12,17;7,66;4,96;2,70;1,58;5,18
2010,00;"26";"40G8";1013,00;2,55;52,30;41,89;141,63;92,05;75,34;36,87;82,94;81,17
2010,00;"26";"40G9";1013,00;4,82;12,05;24,10;200,01;151,81;130,13;79,52;67,47;53,01
2010,00;"26";"40H0";1012,10;205,21;86,72;80,26;179,30;109,53;26,21;37,23;16,50;16,39
2010,00;"26";"41G8";1000,00;2,16;21,24;85,90;212,62;173,37;140,65;59,41;61,15;19,69
2010,00;"26";"41G9";1000,00;0,00;15,83;65,58;359,37;180,92;174,75;90,23;93,41;51,22
2010,00;"26";"41H0";953,30;0,00;5,27;19,05;92,29;85,65;80,70;43,93;49,48;33,49
2010,00;"27";"42G6";266,00;0,72;14,61;20,39;40,35;31,82;40,06;26,76;23,29;9,55
2010,00;"27";"42G7";986,90;0,22;4,59;90,98;108,61;19,15;2,01;12,86;0,95;5,63
2010,00;"27";"43G7";913,80;0,00;24,44;268,48;391,92;277,00;81,53;26,87;33,35;31,50
2010,00;"27";"44G7";960,50;0,17;40,47;288,52;211,55;35,10;13,97;5,25;10,65;5,25
2010,00;"27";"44G8";456,60;0,83;7,33;56,17;107,84;43,50;11,17;6,17;17,67;2,67
2010,00;"27";"45G7";908,70;3,40;36,32;44,46;50,24;9,29;1,60;2,52;2,24;0,36
2010,00;"27";"45G8";947,20;3,01;26,04;141,84;118,56;4,85;0,00;1,06;0,53;1,06
2010,00;"27";"46G8";884,80;13,24;68,04;141,89;31,80;0,00;2,33;8,44;0,00;0,02
2010,00;"28_2";"42G8";945,40;0,00;0,00;98,66;557,50;453,05;120,50;78,87;62,31;73,04
2010,00;"28_2";"42G9";986,90;0,00;0,12;2,28;7,63;4,21;2,98;0,12;2,18;0,98
2010,00;"28_2";"42H0";968,50;0,00;20,69;72,24;239,06;253,56;195,76;147,11;211,74;163,57
2010,00;"28_2";"43G8";296,20;0,00;0,00;431,71;539,64;368,14;368,14;98,33;9,59;49,16
2010,00;"28_2";"43G9";973,70;0,00;0,00;338,51;641,47;176,62;98,44;113,12;71,09;11,67
2010,00;"28_2";"43H0";973,70;0,00;6,99;21,71;77,72;93,85;73,66;62,57;87,45;68,43
2010,00;"28_2";"43H1";412,70;0,00;3,43;19,44;43,83;37,10;32,67;15,54;10,33;1,85
2010,00;"28_2";"44G9";876,60;1,74;13,97;305,00;523,97;300,93;242,91;66,65;103,01;36,96
2010,00;"28_2";"44H0";960,50;0,00;2,36;12,84;25,22;8,44;2,06;4,24;3,36;1,08
2010,00;"28_2";"44H1";824,60;0,00;16,91;86,05;135,98;56,72;30,29;33,89;11,09;2,76
2010,00;"28_2";"45G9";924,50;4,54;17,74;74,49;173,51;77,96;43,67;10,15;7,12;4,09
2010,00;"28_2";"45H0";947,20;0,00;17,15;248,23;199,53;43,21;23,36;17,72;14,71;40,76
2010,00;"28_2";"45H1";827,10;0,00;24,52;364,32;297,31;64,27;35,52;26,12;20,78;59,31
2010,00;"29";"46G9";933,80;5,48;42,74;33,90;46,17;14,29;0,59;0,00;0,00;0,00
2010,00;"29";"46H0";933,80;5,67;82,33;108,08;294,05;36,60;17,27;6,60;6,39;1,65
2010,00;"29";"46H1";921,50;1,55;54,81;248,25;314,40;62,34;74,17;15,37;43,47;82,28
2010,00;"29";"46H2";258,00;1,21;7,14;6,70;6,24;0,47;0,58;0,17;0,54;0,47
2010,00;"29";"47G9";876,20;0,00;191,21;804,59;615,75;126,14;101,84;70,23;0,00;5,77
2010,00;"29";"47H0";920,30;3,26;0,00;0,00;1,89;0,00;0,00;0,00;0,00;0,00
2010,00;"29";"47H1";920,30;36,99;281,93;285,77;290,33;39,96;42,30;12,90;34,23;50,39
2010,00;"29";"47H2";793,90;9,20;103,10;240,26;295,88;46,62;33,64;11,79;35,82;48,89
2010,00;"29";"48G9";772,80;0,66;144,85;294,91;163,97;34,74;20,24;18,59;0,72;1,49
2010,00;"29";"48H0";730,30;141,75;271,74;373,90;362,66;53,90;49,11;15,52;36,58;55,55
2010,00;"29";"48H1";544,00;69,56;640,62;549,46;503,02;69,65;70,98;23,02;57,02;86,69
2010,00;"29";"48H2";597,00;116,36;450,07;410,06;513,15;117,61;108,68;25,15;75,05;152,29
2010,00;"29";"49G9";564,20;0,00;218,50;292,84;208,23;34,91;13,96;24,23;2,05;0,00
2010,00;"30";"50G7";403,10;10,75;363,22;240,00;68,06;55,88;3,58;10,75;19,34;77,37
2010,00;"30";"50G8";833,40;34,53;289,06;549,19;293,16;181,34;24,91;2,21;0,00;57,68
2010,00;"30";"50G9";879,50;0,00;123,58;700,72;294,11;121,46;21,99;5,44;6,54;30,08
2010,00;"30";"50H0";795,10;58,13;645,86;515,94;185,39;6,91;3,84;0,00;0,00;0,00
2010,00;"30";"51G7";614,50;0,00;278,40;1179,48;255,53;231,32;96,84;13,45;117,01;73,94
2010,00;"30";"51G8";863,70;201,61;284,64;167,88;29,94;7,60;0,00;0,00;0,00;0,00
2010,00;"30";"51G9";865,80;27,52;69,06;536,09;151,56;130,37;1,91;18,26;1,07;33,80
2010,00;"30";"51H0";865,70;18,11;509,43;505,11;227,55;191,89;99,39;56,61;12,03;156,51
2010,00;"30";"52G7";482,60;0,00;16,77;120,35;295,53;267,34;129,48;133,28;85,30;163,00
